siteid,sitename,datacreationdate,aqi,status,index,co,no,no2,o3,pm10,pm2.5,so2
64,Yangming,2024-05-31 01:00,25,Good,787.0,,0.5,2.3,29.9,,11.0,0.7
63,Hualien,2024-05-31 01:00,25,Good,788.0,,0.2,1.7,15.4,,7.0,0.3
62,Taitung,2024-05-31 01:00,19,Good,789.0,,1.6,1.9,9.7,,1.0,0.0
61,Hengchun,2024-05-31 01:00,27,Good,790.0,,0.5,0.8,27.6,,1.0,0.3
60,Chaozhou,2024-05-31 01:00,19,Good,791.0,,0.2,0.7,22.3,,0.0,0.5
59,Pingtung,2024-05-31 01:00,21,Good,792.0,,0.4,2.5,24.8,,4.0,0.4
58,Xiaogang,2024-05-31 01:00,40,Good,793.0,,4.8,20.1,13.3,,24.0,16.6
57,Qianzhen,2024-05-31 01:00,18,Good,794.0,,1.3,11.4,14.9,,3.0,1.7
56,Qianjin,2024-05-31 01:00,19,Good,795.0,,0.0,9.5,17.8,,2.0,1.0
54,Zuoying,2024-05-31 01:00,31,Good,796.0,,0.0,7.7,17.7,,8.0,1.6
53,Nanzi,2024-05-31 01:00,19,Good,797.0,,0.6,11.2,17.4,,4.0,1.1
52,Linyuan,2024-05-31 01:00,29,Good,798.0,,0.7,0.8,26.9,,0.0,0.6
51,Daliao,2024-05-31 01:00,24,Good,799.0,,0.2,1.8,23.5,,4.0,0.3
50,Fengshan,2024-05-31 01:00,21,Good,800.0,,0.6,5.1,21.4,,3.0,0.7
49,Renwu,2024-05-31 01:00,24,Good,801.0,,0.8,7.1,22.9,,5.0,3.3
48,Qiaotou,2024-05-31 01:00,19,Good,802.0,,0.3,9.9,16.5,,6.0,1.7
47,Meinong,2024-05-31 01:00,19,Good,803.0,,1.2,2.3,19.2,,4.0,0.5
46,Tainan,2024-05-31 01:00,28,Good,804.0,,0.5,11.3,15.5,,7.0,2.3
45,Annan,2024-05-31 01:00,26,Good,805.0,,1.7,11.6,16.7,,6.0,2.4
44,Shanhua,2024-05-31 01:00,27,Good,806.0,,1.2,2.8,17.9,,9.0,0.2
43,Xinying,2024-05-31 01:00,22,Good,807.0,,0.4,3.1,20.6,,2.0,0.0
42,Chiayi,2024-05-31 01:00,22,Good,808.0,,1.2,5.7,13.8,,4.0,1.3
41,Taixi,2024-05-31 01:00,21,Good,809.0,,0.9,4.9,18.4,,3.0,1.6
40,Puzi,2024-05-31 01:00,19,Good,810.0,,1.3,5.9,16.4,,,1.4
39,Xingang,2024-05-31 01:00,27,Good,811.0,,1.5,3.5,19.5,,7.0,0.2
38,Lunbei,2024-05-31 01:00,26,Good,812.0,,1.5,2.7,13.8,,4.0,0.8
37,Douliu,2024-05-31 01:00,25,Good,813.0,,1.1,2.7,9.4,,5.0,0.9
36,Nantou,2024-05-31 01:00,26,Good,814.0,,0.8,5.5,5.3,,5.0,0.2
35,Erlin,2024-05-31 01:00,47,Good,815.0,,0.8,8.3,8.8,,10.0,0.4
34,Xianxi,2024-05-31 01:00,35,Good,816.0,,1.2,4.1,14.4,,5.0,0.4
33,Changhua,2024-05-31 01:00,33,Good,817.0,,1.6,8.7,15.9,,6.0,0.9
32,Xitun,2024-05-31 01:00,34,Good,818.0,,1.2,9.8,7.7,,10.0,0.8
31,Zhongming,2024-05-31 01:00,27,Good,819.0,,1.0,6.6,11.8,,6.0,0.7
30,Dali,2024-05-31 01:00,39,Good,820.0,,0.6,7.0,8.4,,9.0,1.2
29,Shalu,2024-05-31 01:00,33,Good,821.0,,0.0,8.5,16.6,,8.0,0.9
28,Fengyuan,2024-05-31 01:00,24,Good,822.0,,0.8,4.9,18.3,,6.0,0.0
27,Sanyi,2024-05-31 01:00,29,Good,823.0,,0.9,2.1,17.6,,6.0,0.5
26,Miaoli,2024-05-31 01:00,44,Good,824.0,,1.5,13.0,7.9,,13.0,1.2
25,Toufen,2024-05-31 01:00,40,Good,825.0,,1.4,8.6,11.7,,12.0,1.3
24,Hsinchu,2024-05-31 01:00,33,Good,826.0,,0.9,10.8,25.6,,12.0,2.0
23,Zhudong,2024-05-31 01:00,53,Moderate,827.0,,0.5,5.5,7.7,,19.0,0.2
22,Hukou,2024-05-31 01:00,50,Good,828.0,,0.6,7.8,21.5,,13.0,0.5
21,Longtan,2024-05-31 01:00,57,Moderate,829.0,,5.1,24.2,0.5,,21.0,0.9
20,Pingzhen,2024-05-31 01:00,40,Good,830.0,,0.0,24.2,14.4,,12.0,0.8
19,Guanyin,2024-05-31 01:00,30,Good,831.0,,0.2,4.9,31.9,,7.0,0.8
18,Dayuan,2024-05-31 01:00,41,Good,832.0,,1.2,11.2,22.6,,11.0,1.4
17,Taoyuan,2024-05-31 01:00,43,Good,833.0,,0.5,12.0,22.3,,11.0,1.4
16,Datong,2024-05-31 01:00,37,Good,834.0,,10.1,16.3,3.9,,10.0,0.8
15,Songshan,2024-05-31 01:00,46,Good,835.0,,4.9,21.2,4.5,,12.0,0.5
14,Guting,2024-05-31 01:00,27,Good,836.0,,1.2,6.7,8.3,,8.0,1.9
13,Wanhua,2024-05-31 01:00,39,Good,837.0,,1.3,10.9,8.1,,9.0,0.3
12,Zhongshan,2024-05-31 01:00,33,Good,838.0,,1.1,13.3,8.2,,11.0,0.6
11,Shilin,2024-05-31 01:00,38,Good,839.0,,1.4,23.4,4.4,,12.0,0.6
10,Tamsui,2024-05-31 01:00,36,Good,840.0,,1.2,11.5,11.8,,10.0,0.9
9,Linkou,2024-05-31 01:00,30,Good,841.0,,,,18.9,,9.0,3.1
8,Cailiao,2024-05-31 01:00,33,Good,842.0,,1.4,18.3,7.8,,13.0,1.0
7,Xinzhuang,2024-05-31 01:00,50,Good,843.0,,1.1,20.4,8.7,,22.0,0.9
6,Banqiao,2024-05-31 01:00,42,Good,844.0,,2.7,25.0,2.9,,13.0,0.9
5,Tucheng,2024-05-31 01:00,59,Moderate,845.0,,2.6,20.4,4.0,,19.0,0.2
4,Xindian,2024-05-31 01:00,36,Good,846.0,,1.3,5.0,8.6,,12.0,0.8
3,Wanli,2024-05-31 01:00,28,Good,847.0,,1.1,6.1,6.8,,9.0,0.0
2,Xizhi,2024-05-31 01:00,44,Good,848.0,,14.9,18.7,0.4,,13.0,1.7
1,Keelung,2024-05-31 01:00,28,Good,849.0,,10.6,17.5,0.7,,7.0,1.0
313,Pingtung（fangshan）,2024-05-31 00:00,27,Good,850.0,,0.0,1.0,31.2,,3.0,0.0
312,Taichung（Rilana Elementary）,2024-05-31 00:00,31,Good,851.0,,2.2,8.6,21.5,,7.0,0.1
311,New Taipei(Shulin),2024-05-31 00:00,54,Moderate,852.0,,2.0,13.1,4.6,,16.0,0.9
204,Pingtung（Liuqiu）,2024-05-31 00:00,26,Good,853.0,,1.1,0.7,25.8,,6.0,0.5
203,Tainan（Madou）,2024-05-31 00:00,22,Good,854.0,,0.8,13.0,15.4,,3.0,0.5
202,Kaohsiung（Hunei）,2024-05-31 00:00,17,Good,855.0,,1.3,8.5,14.4,,6.0,1.1
201,Changhua（Yuanlin）,2024-05-31 00:00,44,Good,856.0,,0.5,9.2,14.7,,11.0,1.8
85,Dacheng,2024-05-31 00:00,25,Good,857.0,,0.0,5.8,13.7,,6.0,0.8
84,FugueiCape,2024-05-31 00:00,31,Good,858.0,,0.1,5.5,27.1,,8.0,0.5
83,Mailiao,2024-05-31 00:00,24,Good,859.0,,0.7,7.4,15.6,,7.0,1.4
80,Guanshan,2024-05-31 00:00,15,Good,860.0,,0.4,1.9,6.5,,2.0,0.4
78,Magong,2024-05-31 00:00,27,Good,861.0,,1.0,3.8,29.2,,1.0,1.1
77,Kinmen,2024-05-31 00:00,73,Moderate,862.0,,1.0,19.3,9.8,,25.0,1.8
75,Matsu,2024-05-31 00:00,39,Good,863.0,,0.8,16.0,24.1,,11.0,1.3
72,Puli,2024-05-31 00:00,36,Good,864.0,,1.6,5.6,7.1,,8.0,0.9
71,Fuxing,2024-05-31 00:00,19,Good,865.0,,1.5,8.3,20.1,,0.0,0.7
70,Yonghe,2024-05-31 00:00,58,Moderate,866.0,,3.2,8.8,8.2,,48.0,0.7
69,Zhushan,2024-05-31 00:00,36,Good,867.0,,0.7,4.6,5.2,,6.0,0.7
68,Zhongli,2024-05-31 00:00,47,Good,868.0,,4.7,22.8,13.6,,16.0,1.8
67,Sanchong,2024-05-31 00:00,43,Good,869.0,,30.9,26.6,2.2,,11.0,0.8
66,Dongshan,2024-05-31 00:00,24,Good,870.0,,0.6,2.7,12.2,,6.0,0.3
65,Yilan,2024-05-31 00:00,27,Good,871.0,,0.5,3.0,11.6,,4.0,0.5
64,Yangming,2024-05-31 00:00,25,Good,872.0,,0.6,2.3,34.1,,7.0,0.8
63,Hualien,2024-05-31 00:00,26,Good,873.0,,0.4,2.2,17.2,,4.0,0.4
62,Taitung,2024-05-31 00:00,20,Good,874.0,,1.8,1.8,14.4,,3.0,0.0
61,Hengchun,2024-05-31 00:00,28,Good,875.0,,0.5,0.9,28.4,,3.0,0.6
60,Chaozhou,2024-05-31 00:00,20,Good,876.0,,0.2,2.6,21.3,,3.0,0.6
59,Pingtung,2024-05-31 00:00,22,Good,877.0,,0.5,4.4,22.7,,4.0,0.5
58,Xiaogang,2024-05-31 00:00,26,Good,878.0,,0.8,8.1,20.5,,7.0,8.3
57,Qianzhen,2024-05-31 00:00,17,Good,879.0,,2.1,9.9,20.0,,5.0,0.9
56,Qianjin,2024-05-31 00:00,19,Good,880.0,,0.0,9.7,20.4,,0.0,1.3
54,Zuoying,2024-05-31 00:00,31,Good,881.0,,0.0,9.1,20.8,,12.0,1.9
53,Nanzi,2024-05-31 00:00,25,Good,882.0,,0.7,15.8,14.9,,6.0,1.6
52,Linyuan,2024-05-31 00:00,30,Good,883.0,,0.6,0.7,30.3,,1.0,0.6
51,Daliao,2024-05-31 00:00,25,Good,884.0,,0.2,1.8,26.2,,3.0,0.3
50,Fengshan,2024-05-31 00:00,22,Good,885.0,,0.4,5.9,23.5,,4.0,0.9
49,Renwu,2024-05-31 00:00,26,Good,886.0,,0.7,9.5,20.9,,8.0,1.7
48,Qiaotou,2024-05-31 00:00,19,Good,887.0,,0.1,10.9,17.3,,7.0,0.9
47,Meinong,2024-05-31 00:00,20,Good,888.0,,1.3,2.7,11.8,,8.0,0.7
46,Tainan,2024-05-31 00:00,29,Good,889.0,,0.5,12.0,15.0,,10.0,1.6
45,Annan,2024-05-31 00:00,30,Good,890.0,,1.8,12.8,15.5,,5.0,1.8
44,Shanhua,2024-05-31 00:00,27,Good,891.0,,1.2,2.8,17.4,,11.0,0.2
43,Xinying,2024-05-31 00:00,24,Good,892.0,,0.5,3.5,19.5,,0.0,0.0
42,Chiayi,2024-05-31 00:00,24,Good,893.0,,1.0,6.1,14.6,,4.0,1.5
41,Taixi,2024-05-31 00:00,23,Good,894.0,,1.0,5.9,16.3,,3.0,1.5
40,Puzi,2024-05-31 00:00,21,Good,895.0,,1.4,5.4,18.1,,,1.2
39,Xingang,2024-05-31 00:00,29,Good,896.0,,1.5,3.8,19.9,,6.0,0.4
38,Lunbei,2024-05-31 00:00,31,Good,897.0,,3.6,5.3,14.3,,7.0,1.0
37,Douliu,2024-05-31 00:00,28,Good,898.0,,1.3,3.0,10.9,,7.0,1.0
36,Nantou,2024-05-31 00:00,25,Good,899.0,,0.6,5.7,7.0,,7.0,0.2
35,Erlin,2024-05-31 00:00,51,Moderate,900.0,,0.5,8.6,13.2,,11.0,0.7
34,Xianxi,2024-05-31 00:00,38,Good,901.0,,1.1,3.7,20.0,,4.0,0.6
33,Changhua,2024-05-31 00:00,36,Good,902.0,,1.3,11.1,12.4,,9.0,1.0
32,Xitun,2024-05-31 00:00,35,Good,903.0,,1.4,16.0,5.5,,11.0,1.0
31,Zhongming,2024-05-31 00:00,27,Good,904.0,,1.0,9.3,12.0,,8.0,0.9
30,Dali,2024-05-31 00:00,40,Good,905.0,,0.8,8.2,9.7,,12.0,1.2
29,Shalu,2024-05-31 00:00,35,Good,906.0,,0.0,8.0,22.6,,5.0,0.8
28,Fengyuan,2024-05-31 00:00,27,Good,907.0,,0.8,4.6,21.4,,5.0,0.4
27,Sanyi,2024-05-31 00:00,32,Good,908.0,,0.9,1.5,23.7,,7.0,0.5
26,Miaoli,2024-05-31 00:00,43,Good,909.0,,1.0,6.8,25.8,,17.0,1.4
25,Toufen,2024-05-31 00:00,39,Good,910.0,,1.3,7.2,22.4,,14.0,1.5
24,Hsinchu,2024-05-31 00:00,35,Good,911.0,,0.8,9.6,31.6,,13.0,1.2
23,Zhudong,2024-05-31 00:00,54,Moderate,912.0,,0.8,6.3,8.6,,17.0,0.4
22,Hukou,2024-05-31 00:00,53,Moderate,913.0,,0.8,15.8,13.1,,19.0,0.6
21,Longtan,2024-05-31 00:00,56,Moderate,914.0,,0.8,19.3,7.5,,19.0,1.0
20,Pingzhen,2024-05-31 00:00,40,Good,915.0,,0.4,24.0,13.8,,13.0,0.8
19,Guanyin,2024-05-31 00:00,30,Good,916.0,,0.1,6.9,30.9,,10.0,1.0
18,Dayuan,2024-05-31 00:00,41,Good,917.0,,0.8,13.5,23.2,,19.0,3.0
17,Taoyuan,2024-05-31 00:00,44,Good,918.0,,0.3,8.9,32.5,,13.0,1.3
16,Datong,2024-05-31 00:00,37,Good,919.0,,33.6,20.0,1.8,,12.0,1.2
15,Songshan,2024-05-31 00:00,48,Good,920.0,,13.6,25.7,2.9,,15.0,0.8
14,Guting,2024-05-31 00:00,28,Good,921.0,,1.7,10.4,7.9,,9.0,0.4
13,Wanhua,2024-05-31 00:00,39,Good,922.0,,2.9,14.5,7.6,,10.0,0.4
12,Zhongshan,2024-05-31 00:00,32,Good,923.0,,2.4,16.6,5.3,,9.0,0.6
11,Shilin,2024-05-31 00:00,38,Good,924.0,,1.7,23.0,3.0,,14.0,0.5
10,Tamsui,2024-05-31 00:00,37,Good,925.0,,1.0,9.9,24.0,,12.0,1.3
9,Linkou,2024-05-31 00:00,31,Good,926.0,,0.3,14.6,27.3,,11.0,2.6
8,Cailiao,2024-05-31 00:00,43,Good,927.0,,3.6,26.0,3.4,,15.0,1.0
7,Xinzhuang,2024-05-31 00:00,45,Good,928.0,,0.1,19.4,13.1,,17.0,0.9
6,Banqiao,2024-05-31 00:00,50,Good,929.0,,3.0,30.0,1.7,,13.0,1.0
5,Tucheng,2024-05-31 00:00,58,Moderate,930.0,,2.8,21.7,4.2,,21.0,0.3
4,Xindian,2024-05-31 00:00,36,Good,931.0,,1.2,6.3,10.6,,13.0,0.9
3,Wanli,2024-05-31 00:00,28,Good,932.0,,2.1,6.7,4.5,,6.0,0.0
2,Xizhi,2024-05-31 00:00,42,Good,933.0,,11.3,19.8,0.5,,13.0,1.5
1,Keelung,2024-05-31 00:00,27,Good,934.0,,9.2,16.7,0.4,,8.0,1.0
313,Pingtung（fangshan）,2024-05-31 10:00,22,Good,,,0.0,0.3,,,6.0,0.1
312,Taichung（Rilana Elementary）,2024-05-31 10:00,13,Good,,,1.8,4.8,35.2,,0.0,0.0
311,New Taipei(Shulin),2024-05-31 10:00,50,Good,,,1.4,10.1,27.4,,15.0,0.8
204,Pingtung（Liuqiu）,2024-05-31 10:00,19,Good,,,1.4,1.2,24.0,,6.0,0.3
203,Tainan（Madou）,2024-05-31 10:00,19,Good,,,2.3,5.7,26.7,,5.0,0.2
202,Kaohsiung（Hunei）,2024-05-31 10:00,16,Good,,,3.4,6.3,22.9,,10.0,1.3
201,Changhua（Yuanlin）,2024-05-31 10:00,22,Good,,,2.6,4.4,30.7,,7.0,1.7
85,Dacheng,2024-05-31 10:00,20,Good,,,1.3,1.7,30.3,,4.0,1.2
84,FugueiCape,2024-05-31 10:00,46,Good,,,2.3,9.5,48.8,,19.0,0.7
83,Mailiao,2024-05-31 10:00,20,Good,,,1.7,3.3,29.7,,0.0,1.2
80,Guanshan,2024-05-31 10:00,22,Good,,,1.8,1.5,17.2,,5.0,0.7
78,Magong,2024-05-31 10:00,22,Good,,,2.6,6.9,30.1,,4.0,0.8
77,Kinmen,2024-05-31 10:00,84,Moderate,,,3.8,12.7,26.2,,25.0,0.8
75,Matsu,2024-05-31 10:00,51,Moderate,,,,,44.7,,18.0,0.8
72,Puli,2024-05-31 10:00,24,Good,,,2.6,2.3,26.7,,5.0,1.0
71,Fuxing,2024-05-31 10:00,14,Good,,,3.4,8.0,22.2,,2.0,1.0
70,Yonghe,2024-05-31 10:00,43,Good,,,16.9,26.5,32.3,,18.0,1.4
69,Zhushan,2024-05-31 10:00,29,Good,,,1.8,2.9,29.8,,11.0,0.9
68,Zhongli,2024-05-31 10:00,43,Good,,,30.3,24.7,16.6,,9.0,1.8
67,Sanchong,2024-05-31 10:00,59,Moderate,,,35.4,42.0,28.5,,19.0,0.9
66,Dongshan,2024-05-31 10:00,24,Good,,,4.0,8.3,37.5,,6.0,1.2
65,Yilan,2024-05-31 10:00,17,Good,,,1.2,3.8,39.8,,9.0,1.8
64,Yangming,2024-05-31 10:00,27,Good,,,1.1,3.7,38.6,,4.0,0.9
63,Hualien,2024-05-31 10:00,18,Good,,,4.9,6.5,24.0,,,0.8
62,Taitung,2024-05-31 10:00,22,Good,,,2.9,3.4,23.6,,6.0,0.4
61,Hengchun,2024-05-31 10:00,24,Good,,,0.4,0.1,27.5,,9.0,
60,Chaozhou,2024-05-31 10:00,18,Good,,,2.0,0.8,27.9,,4.0,0.8
59,Pingtung,2024-05-31 10:00,21,Good,,,1.6,3.2,27.4,,2.0,0.7
58,Xiaogang,2024-05-31 10:00,52,Moderate,,,3.3,6.3,24.7,,10.0,2.5
57,Qianzhen,2024-05-31 10:00,15,Good,,,5.0,9.1,22.0,,5.0,2.1
56,Qianjin,2024-05-31 10:00,16,Good,,,3.6,7.7,24.0,,4.0,1.3
54,Zuoying,2024-05-31 10:00,29,Good,,,3.5,7.1,24.5,,11.0,1.2
53,Nanzi,2024-05-31 10:00,22,Good,,,4.2,12.3,23.8,,11.0,2.2
52,Linyuan,2024-05-31 10:00,28,Good,,,0.0,2.1,27.0,,6.0,1.0
51,Daliao,2024-05-31 10:00,17,Good,,,1.4,2.6,25.5,,6.0,0.4
50,Fengshan,2024-05-31 10:00,16,Good,,,2.8,7.6,24.1,,3.0,2.9
49,Renwu,2024-05-31 10:00,19,Good,,,2.5,7.5,28.1,,7.0,2.3
48,Qiaotou,2024-05-31 10:00,15,Good,,,3.9,8.7,26.9,,4.0,1.3
47,Meinong,2024-05-31 10:00,17,Good,,,1.2,2.0,27.7,,0.0,0.0
46,Tainan,2024-05-31 10:00,20,Good,,,2.4,7.7,28.4,,9.0,1.2
45,Annan,2024-05-31 10:00,19,Good,,,3.8,9.1,27.6,,6.0,0.9
44,Shanhua,2024-05-31 10:00,19,Good,,,1.3,2.6,29.7,,5.0,0.7
43,Xinying,2024-05-31 10:00,19,Good,,,1.8,4.2,26.8,,0.0,0.9
42,Chiayi,2024-05-31 10:00,21,Good,,,1.8,2.8,26.3,,1.0,1.1
41,Taixi,2024-05-31 10:00,21,Good,,,1.0,2.7,29.9,,1.0,1.5
40,Puzi,2024-05-31 10:00,18,Good,,,4.8,7.0,25.8,,,1.2
39,Xingang,2024-05-31 10:00,20,Good,,,1.7,4.0,28.6,,6.0,
38,Lunbei,2024-05-31 10:00,19,Good,,,0.5,2.4,26.7,,1.0,0.6
37,Douliu,2024-05-31 10:00,19,Good,,,1.3,3.0,36.8,,2.0,1.0
36,Nantou,2024-05-31 10:00,28,Good,,,1.0,3.1,29.1,,5.0,0.3
35,Erlin,2024-05-31 10:00,29,Good,,,0.7,1.8,30.9,,5.0,1.1
34,Xianxi,2024-05-31 10:00,19,Good,,,2.7,2.7,33.0,,2.0,0.5
33,Changhua,2024-05-31 10:00,17,Good,,,1.6,3.9,34.3,,3.0,0.6
32,Xitun,2024-05-31 10:00,23,Good,,,2.5,5.8,32.5,,5.0,0.9
31,Zhongming,2024-05-31 10:00,20,Good,,,2.8,6.5,30.6,,1.0,1.6
30,Dali,2024-05-31 10:00,21,Good,,,1.9,5.4,29.8,,5.0,1.2
29,Shalu,2024-05-31 10:00,19,Good,,,2.1,4.7,35.2,,5.0,0.8
28,Fengyuan,2024-05-31 10:00,19,Good,,,2.4,4.4,35.3,,2.0,1.2
27,Sanyi,2024-05-31 10:00,20,Good,,,1.7,2.7,36.8,,4.0,1.3
26,Miaoli,2024-05-31 10:00,24,Good,,,1.7,2.7,36.9,,2.0,0.8
25,Toufen,2024-05-31 10:00,24,Good,,,2.1,2.7,33.0,,2.0,0.7
24,Hsinchu,2024-05-31 10:00,28,Good,,,3.4,8.3,29.1,,3.0,1.3
23,Zhudong,2024-05-31 10:00,35,Good,,,1.0,2.1,27.8,,3.0,0.2
22,Hukou,2024-05-31 10:00,47,Good,,,2.9,5.0,33.2,,11.0,1.0
21,Longtan,2024-05-31 10:00,34,Good,,,2.2,5.7,30.4,,5.0,0.4
20,Pingzhen,2024-05-31 10:00,36,Good,,,2.4,8.1,30.6,,5.0,0.5
19,Guanyin,2024-05-31 10:00,48,Good,,,4.0,10.0,32.9,,14.0,0.0
18,Dayuan,2024-05-31 10:00,36,Good,,,2.3,10.6,,,6.0,1.7
17,Taoyuan,2024-05-31 10:00,47,Good,,,1.8,7.5,32.4,,7.0,1.1
16,Datong,2024-05-31 10:00,55,Moderate,,,32.9,36.4,24.1,,27.0,1.5
15,Songshan,2024-05-31 10:00,44,Good,,,4.8,18.7,40.5,,14.0,
14,Guting,2024-05-31 10:00,31,Good,,,2.3,12.2,45.0,,11.0,2.6
13,Wanhua,2024-05-31 10:00,37,Good,,,3.7,18.5,47.0,,13.0,0.7
12,Zhongshan,2024-05-31 10:00,38,Good,,,6.5,23.9,35.3,,13.0,0.6
11,Shilin,2024-05-31 10:00,43,Good,,,2.4,15.5,46.7,,15.0,1.0
10,Tamsui,2024-05-31 10:00,49,Good,,,2.1,14.7,63.2,,26.0,1.9
9,Linkou,2024-05-31 10:00,37,Good,,,0.2,11.3,45.9,,14.0,0.6
8,Cailiao,2024-05-31 10:00,34,Good,,,2.1,17.6,56.8,,16.0,1.1
7,Xinzhuang,2024-05-31 10:00,62,Moderate,,,2.3,14.6,51.2,,17.0,0.8
6,Banqiao,2024-05-31 10:00,50,Good,,,2.1,14.9,55.7,,14.0,0.7
5,Tucheng,2024-05-31 10:00,62,Moderate,,,2.2,14.5,53.6,,15.0,0.6
4,Xindian,2024-05-31 10:00,42,Good,,,2.0,9.3,50.0,,17.0,1.5
3,Wanli,2024-05-31 10:00,30,Good,,,4.1,14.3,39.7,,15.0,2.0
2,Xizhi,2024-05-31 10:00,44,Good,,,3.4,17.8,46.2,,13.0,1.7
1,Keelung,2024-05-31 10:00,29,Good,,,1.9,7.8,50.4,,6.0,1.4
313,Pingtung（fangshan）,2024-05-31 09:00,19,Good,,,0.0,0.7,29.9,,4.0,0.0
312,Taichung（Rilana Elementary）,2024-05-31 09:00,15,Good,,,2.3,5.0,25.6,,0.0,0.0
311,New Taipei(Shulin),2024-05-31 09:00,53,Moderate,,,2.2,12.4,20.5,,18.0,0.8
204,Pingtung（Liuqiu）,2024-05-31 09:00,19,Good,,,1.5,1.2,21.2,,7.0,0.4
203,Tainan（Madou）,2024-05-31 09:00,17,Good,,,2.5,5.2,19.7,,8.0,0.3
202,Kaohsiung（Hunei）,2024-05-31 09:00,13,Good,,,4.8,8.1,16.8,,7.0,
201,Changhua（Yuanlin）,2024-05-31 09:00,23,Good,,,3.1,4.5,24.3,,6.0,1.5
85,Dacheng,2024-05-31 09:00,19,Good,,,0.9,2.0,28.4,,0.0,1.3
84,FugueiCape,2024-05-31 09:00,40,Good,,,4.1,9.2,32.4,,18.0,0.6
83,Mailiao,2024-05-31 09:00,19,Good,,,1.9,2.9,27.2,,1.0,1.1
80,Guanshan,2024-05-31 09:00,24,Good,,,1.8,1.3,14.6,,4.0,0.5
78,Magong,2024-05-31 09:00,22,Good,,,2.7,7.6,22.3,,8.0,0.7
77,Kinmen,2024-05-31 09:00,85,Moderate,,,5.4,17.0,17.5,,32.0,1.8
75,Matsu,2024-05-31 09:00,52,Moderate,,,1.5,4.2,39.9,,17.0,1.0
72,Puli,2024-05-31 09:00,26,Good,,,5.3,4.5,15.9,,8.0,0.9
71,Fuxing,2024-05-31 09:00,17,Good,,,4.9,10.9,18.1,,4.0,1.9
70,Yonghe,2024-05-31 09:00,42,Good,,,30.5,25.3,13.3,,13.0,1.4
69,Zhushan,2024-05-31 09:00,32,Good,,,3.6,4.2,14.5,,12.0,1.0
68,Zhongli,2024-05-31 09:00,47,Good,,,30.8,20.9,10.8,,9.0,1.7
67,Sanchong,2024-05-31 09:00,51,Moderate,,,44.4,31.4,18.1,,10.0,0.8
66,Dongshan,2024-05-31 09:00,25,Good,,,5.9,10.1,21.8,,8.0,1.3
65,Yilan,2024-05-31 09:00,17,Good,,,1.9,3.6,23.6,,2.0,1.5
64,Yangming,2024-05-31 09:00,26,Good,,,0.9,1.2,30.8,,3.0,0.6
63,Hualien,2024-05-31 09:00,19,Good,,,5.6,6.7,16.3,,6.0,0.4
62,Taitung,2024-05-31 09:00,23,Good,,,3.3,4.7,17.9,,2.0,0.6
61,Hengchun,2024-05-31 09:00,24,Good,,,0.5,0.4,26.7,,4.0,0.1
60,Chaozhou,2024-05-31 09:00,19,Good,,,1.7,0.7,26.2,,2.0,0.6
59,Pingtung,2024-05-31 09:00,22,Good,,,4.6,8.9,19.4,,4.0,0.9
58,Xiaogang,2024-05-31 09:00,52,Moderate,,,4.8,10.6,19.3,,11.0,6.6
57,Qianzhen,2024-05-31 09:00,23,Good,,,10.0,14.8,16.6,,6.0,2.5
56,Qianjin,2024-05-31 09:00,18,Good,,,4.8,11.3,20.9,,5.0,1.5
54,Zuoying,2024-05-31 09:00,26,Good,,,7.4,13.1,18.1,,8.0,3.0
53,Nanzi,2024-05-31 09:00,23,Good,,,8.6,14.9,15.1,,10.0,3.7
52,Linyuan,2024-05-31 09:00,29,Good,,,0.5,3.6,25.3,,4.0,1.1
51,Daliao,2024-05-31 09:00,16,Good,,,1.7,3.5,22.3,,4.0,0.5
50,Fengshan,2024-05-31 09:00,15,Good,,,3.6,8.3,20.1,,4.0,2.1
49,Renwu,2024-05-31 09:00,19,Good,,,4.0,9.1,21.3,,4.0,2.1
48,Qiaotou,2024-05-31 09:00,17,Good,,,5.4,10.1,18.8,,5.0,1.2
47,Meinong,2024-05-31 09:00,17,Good,,,1.3,2.0,16.5,,1.0,0.0
46,Tainan,2024-05-31 09:00,18,Good,,,3.9,7.4,19.8,,9.0,0.5
45,Annan,2024-05-31 09:00,18,Good,,,4.4,9.1,21.4,,5.0,0.4
44,Shanhua,2024-05-31 09:00,18,Good,,,1.7,2.9,19.8,,5.0,0.3
43,Xinying,2024-05-31 09:00,19,Good,,,1.9,4.7,22.6,,0.0,0.8
42,Chiayi,2024-05-31 09:00,20,Good,,,2.2,3.8,27.7,,2.0,1.1
41,Taixi,2024-05-31 09:00,19,Good,,,1.3,2.9,27.0,,1.0,1.3
40,Puzi,2024-05-31 09:00,17,Good,,,3.7,5.9,22.0,,,1.3
39,Xingang,2024-05-31 09:00,19,Good,,,1.9,4.2,,,4.0,1.8
38,Lunbei,2024-05-31 09:00,17,Good,,,0.7,2.4,25.2,,2.0,0.4
37,Douliu,2024-05-31 09:00,21,Good,,,2.2,2.9,28.4,,5.0,1.1
36,Nantou,2024-05-31 09:00,30,Good,,,2.1,4.2,19.6,,8.0,0.2
35,Erlin,2024-05-31 09:00,32,Good,,,,,27.8,,6.0,1.5
34,Xianxi,2024-05-31 09:00,23,Good,,,3.0,3.3,27.6,,4.0,0.4
33,Changhua,2024-05-31 09:00,15,Good,,,1.6,3.3,29.4,,2.0,0.3
