siteid,sitename,datacreationdate,aqi,status,index,co,no,no2,o3,pm10,pm2.5,so2
38,Lunbei,2024-05-31 02:00,22,Good,,,0.1,3.1,15.0,,4.0,0.4
37,Douliu,2024-05-31 02:00,23,Good,,,1.7,11.3,6.0,,5.0,1.1
36,Nantou,2024-05-31 02:00,27,Good,,,0.1,7.0,3.2,,5.0,0.1
35,Erlin,2024-05-31 02:00,45,Good,,,0.6,10.8,4.5,,15.0,1.5
34,Xianxi,2024-05-31 02:00,32,Good,,,1.7,9.0,6.6,,11.0,0.2
33,Changhua,2024-05-31 02:00,27,Good,,,0.4,5.0,20.3,,3.0,0.6
32,Xitun,2024-05-31 02:00,31,Good,,,1.3,8.1,8.7,,6.0,0.7
31,Zhongming,2024-05-31 02:00,26,Good,,,0.6,5.2,11.4,,7.0,1.4
30,Dali,2024-05-31 02:00,36,Good,,,0.0,5.0,10.1,,7.0,1.1
29,Shalu,2024-05-31 02:00,28,Good,,,1.0,9.3,15.6,,5.0,0.9
28,Fengyuan,2024-05-31 02:00,22,Good,,,0.6,4.2,19.3,,3.0,0.9
27,Sanyi,2024-05-31 02:00,26,Good,,,0.7,2.9,18.0,,6.0,0.6
26,Miaoli,2024-05-31 02:00,46,Good,,,1.8,10.8,5.2,,16.0,0.9
25,Toufen,2024-05-31 02:00,38,Good,,,1.1,5.9,9.4,,11.0,0.6
24,Hsinchu,2024-05-31 02:00,34,Good,,,0.9,12.7,18.9,,11.0,0.6
23,Zhudong,2024-05-31 02:00,54,Moderate,,,0.8,4.5,8.3,,16.0,0.7
22,Hukou,2024-05-31 02:00,49,Good,,,3.1,16.8,12.0,,14.0,0.2
21,Longtan,2024-05-31 02:00,59,Moderate,,,9.1,22.4,0.1,,20.0,0.3
20,Pingzhen,2024-05-31 02:00,41,Good,,,0.3,20.6,15.5,,16.0,1.0
19,Guanyin,2024-05-31 02:00,31,Good,,,1.9,7.6,18.4,,11.0,0.8
18,Dayuan,2024-05-31 02:00,46,Good,,,0.0,10.1,16.2,,21.0,1.2
17,Taoyuan,2024-05-31 02:00,45,Good,,,0.6,18.2,14.4,,18.0,2.2
16,Datong,2024-05-31 02:00,40,Good,,,12.0,18.1,2.3,,14.0,1.0
15,Songshan,2024-05-31 02:00,46,Good,,,0.9,12.0,9.7,,15.0,0.3
14,Guting,2024-05-31 02:00,25,Good,,,1.1,4.8,8.6,,5.0,
13,Wanhua,2024-05-31 02:00,35,Good,,,2.6,12.8,6.6,,9.0,0.2
12,Zhongshan,2024-05-31 02:00,34,Good,,,0.9,11.0,6.6,,11.0,0.4
11,Shilin,2024-05-31 02:00,39,Good,,,0.4,14.5,8.9,,15.0,1.0
10,Tamsui,2024-05-31 02:00,36,Good,,,0.7,15.8,8.7,,11.0,1.4
9,Linkou,2024-05-31 02:00,31,Good,,,,,14.3,,12.0,2.0
8,Cailiao,2024-05-31 02:00,36,Good,,,1.4,17.9,2.1,,12.0,1.0
7,Xinzhuang,2024-05-31 02:00,50,Good,,,0.9,17.1,8.8,,15.0,1.2
6,Banqiao,2024-05-31 02:00,42,Good,,,1.5,20.9,2.8,,14.0,0.6
5,Tucheng,2024-05-31 02:00,57,Moderate,,,4.0,18.6,1.9,,16.0,0.3
4,Xindian,2024-05-31 02:00,35,Good,,,1.3,3.9,9.9,,9.0,1.1
3,Wanli,2024-05-31 02:00,26,Good,,,0.8,10.9,6.3,,6.0,0.4
2,Xizhi,2024-05-31 02:00,43,Good,,,13.2,16.0,0.6,,11.0,1.2
1,Keelung,2024-05-31 02:00,22,Good,,,2.2,13.6,1.8,,4.0,0.6
313,Pingtung（fangshan）,2024-05-31 01:00,26,Good,,,0.0,1.8,29.2,,2.0,0.0
312,Taichung（Rilana Elementary）,2024-05-31 01:00,28,Good,,,2.1,8.8,19.7,,6.0,0.3
311,New Taipei(Shulin),2024-05-31 01:00,51,Moderate,,,0.6,7.9,8.8,,12.0,0.8
204,Pingtung（Liuqiu）,2024-05-31 01:00,26,Good,,,1.2,0.9,24.2,,5.0,0.6
203,Tainan（Madou）,2024-05-31 01:00,19,Good,,,0.9,4.6,18.2,,4.0,0.5
202,Kaohsiung（Hunei）,2024-05-31 01:00,15,Good,,,1.1,8.3,15.6,,4.0,1.1
201,Changhua（Yuanlin）,2024-05-31 01:00,44,Good,,,0.5,7.9,14.4,,12.0,1.6
85,Dacheng,2024-05-31 01:00,20,Good,,,0.1,6.0,12.3,,5.0,0.9
84,FugueiCape,2024-05-31 01:00,30,Good,,,0.1,5.4,28.8,,5.0,0.5
83,Mailiao,2024-05-31 01:00,22,Good,,,0.3,6.1,17.0,,5.0,1.5
80,Guanshan,2024-05-31 01:00,18,Good,,,0.2,1.7,6.0,,2.0,0.4
78,Magong,2024-05-31 01:00,27,Good,,,1.0,2.6,29.7,,1.0,1.0
77,Kinmen,2024-05-31 01:00,76,Moderate,,,1.6,25.9,2.8,,30.0,1.6
75,Matsu,2024-05-31 01:00,39,Good,,,0.8,14.9,28.6,,12.0,1.3
72,Puli,2024-05-31 01:00,35,Good,,,1.4,3.8,8.9,,10.0,0.9
71,Fuxing,2024-05-31 01:00,20,Good,,,1.8,12.2,14.3,,5.0,1.4
70,Yonghe,2024-05-31 01:00,59,Moderate,,,1.7,10.1,6.5,,16.0,0.9
69,Zhushan,2024-05-31 01:00,30,Good,,,0.6,4.3,5.1,,5.0,0.8
68,Zhongli,2024-05-31 01:00,46,Good,,,4.5,22.9,12.4,,13.0,1.7
67,Sanchong,2024-05-31 01:00,50,Good,,,25.4,30.3,2.6,,16.0,1.1
66,Dongshan,2024-05-31 01:00,24,Good,,,0.6,3.7,8.9,,12.0,0.6
65,Yilan,2024-05-31 01:00,23,Good,,,0.4,2.7,8.0,,9.0,0.4
64,Yangming,2024-05-31 01:00,25,Good,,,0.5,2.3,29.9,,11.0,0.7
63,Hualien,2024-05-31 01:00,25,Good,,,0.2,1.7,15.4,,7.0,0.3
62,Taitung,2024-05-31 01:00,19,Good,,,1.6,1.9,9.7,,1.0,0.0
61,Hengchun,2024-05-31 01:00,27,Good,,,0.5,0.8,27.6,,1.0,0.3
60,Chaozhou,2024-05-31 01:00,19,Good,,,0.2,0.7,22.3,,0.0,0.5
59,Pingtung,2024-05-31 01:00,21,Good,,,0.4,2.5,24.8,,4.0,0.4
58,Xiaogang,2024-05-31 01:00,40,Good,,,4.8,20.1,13.3,,24.0,16.6
57,Qianzhen,2024-05-31 01:00,18,Good,,,1.3,11.4,14.9,,3.0,1.7
56,Qianjin,2024-05-31 01:00,19,Good,,,0.0,9.5,17.8,,2.0,1.0
54,Zuoying,2024-05-31 01:00,31,Good,,,0.0,7.7,17.7,,8.0,1.6
53,Nanzi,2024-05-31 01:00,19,Good,,,0.6,11.2,17.4,,4.0,1.1
52,Linyuan,2024-05-31 01:00,29,Good,,,0.7,0.8,26.9,,0.0,0.6
51,Daliao,2024-05-31 01:00,24,Good,,,0.2,1.8,23.5,,4.0,0.3
50,Fengshan,2024-05-31 01:00,21,Good,,,0.6,5.1,21.4,,3.0,0.7
49,Renwu,2024-05-31 01:00,24,Good,,,0.8,7.1,22.9,,5.0,3.3
48,Qiaotou,2024-05-31 01:00,19,Good,,,0.3,9.9,16.5,,6.0,1.7
47,Meinong,2024-05-31 01:00,19,Good,,,1.2,2.3,19.2,,4.0,0.5
46,Tainan,2024-05-31 01:00,28,Good,,,0.5,11.3,15.5,,7.0,2.3
45,Annan,2024-05-31 01:00,26,Good,,,1.7,11.6,16.7,,6.0,2.4
44,Shanhua,2024-05-31 01:00,27,Good,,,1.2,2.8,17.9,,9.0,0.2
43,Xinying,2024-05-31 01:00,22,Good,,,0.4,3.1,20.6,,2.0,0.0
42,Chiayi,2024-05-31 01:00,22,Good,,,1.2,5.7,13.8,,4.0,1.3
41,Taixi,2024-05-31 01:00,21,Good,,,0.9,4.9,18.4,,3.0,1.6
40,Puzi,2024-05-31 01:00,19,Good,,,1.3,5.9,16.4,,,1.4
39,Xingang,2024-05-31 01:00,27,Good,,,1.5,3.5,19.5,,7.0,0.2
38,Lunbei,2024-05-31 01:00,26,Good,,,1.5,2.7,13.8,,4.0,0.8
37,Douliu,2024-05-31 01:00,25,Good,,,1.1,2.7,9.4,,5.0,0.9
36,Nantou,2024-05-31 01:00,26,Good,,,0.8,5.5,5.3,,5.0,0.2
35,Erlin,2024-05-31 01:00,47,Good,,,0.8,8.3,8.8,,10.0,0.4
34,Xianxi,2024-05-31 01:00,35,Good,,,1.2,4.1,14.4,,5.0,0.4
33,Changhua,2024-05-31 01:00,33,Good,,,1.6,8.7,15.9,,6.0,0.9
32,Xitun,2024-05-31 01:00,34,Good,,,1.2,9.8,7.7,,10.0,0.8
31,Zhongming,2024-05-31 01:00,27,Good,,,1.0,6.6,11.8,,6.0,0.7
30,Dali,2024-05-31 01:00,39,Good,,,0.6,7.0,8.4,,9.0,1.2
29,Shalu,2024-05-31 01:00,33,Good,,,0.0,8.5,16.6,,8.0,0.9
28,Fengyuan,2024-05-31 01:00,24,Good,,,0.8,4.9,18.3,,6.0,0.0
27,Sanyi,2024-05-31 01:00,29,Good,,,0.9,2.1,17.6,,6.0,0.5
26,Miaoli,2024-05-31 01:00,44,Good,,,1.5,13.0,7.9,,13.0,1.2
25,Toufen,2024-05-31 01:00,40,Good,,,1.4,8.6,11.7,,12.0,1.3
24,Hsinchu,2024-05-31 01:00,33,Good,,,0.9,10.8,25.6,,12.0,2.0
23,Zhudong,2024-05-31 01:00,53,Moderate,,,0.5,5.5,7.7,,19.0,0.2
22,Hukou,2024-05-31 01:00,50,Good,,,0.6,7.8,21.5,,13.0,0.5
21,Longtan,2024-05-31 01:00,57,Moderate,,,5.1,24.2,0.5,,21.0,0.9
20,Pingzhen,2024-05-31 01:00,40,Good,,,0.0,24.2,14.4,,12.0,0.8
19,Guanyin,2024-05-31 01:00,30,Good,,,0.2,4.9,31.9,,7.0,0.8
18,Dayuan,2024-05-31 01:00,41,Good,,,1.2,11.2,22.6,,11.0,1.4
17,Taoyuan,2024-05-31 01:00,43,Good,,,0.5,12.0,22.3,,11.0,1.4
16,Datong,2024-05-31 01:00,37,Good,,,10.1,16.3,3.9,,10.0,0.8
15,Songshan,2024-05-31 01:00,46,Good,,,4.9,21.2,4.5,,12.0,0.5
14,Guting,2024-05-31 01:00,27,Good,,,1.2,6.7,8.3,,8.0,1.9
13,Wanhua,2024-05-31 01:00,39,Good,,,1.3,10.9,8.1,,9.0,0.3
12,Zhongshan,2024-05-31 01:00,33,Good,,,1.1,13.3,8.2,,11.0,0.6
11,Shilin,2024-05-31 01:00,38,Good,,,1.4,23.4,4.4,,12.0,0.6
10,Tamsui,2024-05-31 01:00,36,Good,,,1.2,11.5,11.8,,10.0,0.9
9,Linkou,2024-05-31 01:00,30,Good,,,,,18.9,,9.0,3.1
8,Cailiao,2024-05-31 01:00,33,Good,,,1.4,18.3,7.8,,13.0,1.0
7,Xinzhuang,2024-05-31 01:00,50,Good,,,1.1,20.4,8.7,,22.0,0.9
6,Banqiao,2024-05-31 01:00,42,Good,,,2.7,25.0,2.9,,13.0,0.9
5,Tucheng,2024-05-31 01:00,59,Moderate,,,2.6,20.4,4.0,,19.0,0.2
4,Xindian,2024-05-31 01:00,36,Good,,,1.3,5.0,8.6,,12.0,0.8
3,Wanli,2024-05-31 01:00,28,Good,,,1.1,6.1,6.8,,9.0,0.0
2,Xizhi,2024-05-31 01:00,44,Good,,,14.9,18.7,0.4,,13.0,1.7
1,Keelung,2024-05-31 01:00,28,Good,,,10.6,17.5,0.7,,7.0,1.0
313,Pingtung（fangshan）,2024-05-31 00:00,27,Good,,,0.0,1.0,31.2,,3.0,0.0
312,Taichung（Rilana Elementary）,2024-05-31 00:00,31,Good,,,2.2,8.6,21.5,,7.0,0.1
311,New Taipei(Shulin),2024-05-31 00:00,54,Moderate,,,2.0,13.1,4.6,,16.0,0.9
204,Pingtung（Liuqiu）,2024-05-31 00:00,26,Good,,,1.1,0.7,25.8,,6.0,0.5
203,Tainan（Madou）,2024-05-31 00:00,22,Good,,,0.8,13.0,15.4,,3.0,0.5
202,Kaohsiung（Hunei）,2024-05-31 00:00,17,Good,,,1.3,8.5,14.4,,6.0,1.1
201,Changhua（Yuanlin）,2024-05-31 00:00,44,Good,,,0.5,9.2,14.7,,11.0,1.8
85,Dacheng,2024-05-31 00:00,25,Good,,,0.0,5.8,13.7,,6.0,0.8
84,FugueiCape,2024-05-31 00:00,31,Good,,,0.1,5.5,27.1,,8.0,0.5
83,Mailiao,2024-05-31 00:00,24,Good,,,0.7,7.4,15.6,,7.0,1.4
80,Guanshan,2024-05-31 00:00,15,Good,,,0.4,1.9,6.5,,2.0,0.4
78,Magong,2024-05-31 00:00,27,Good,,,1.0,3.8,29.2,,1.0,1.1
77,Kinmen,2024-05-31 00:00,73,Moderate,,,1.0,19.3,9.8,,25.0,1.8
75,Matsu,2024-05-31 00:00,39,Good,,,0.8,16.0,24.1,,11.0,1.3
72,Puli,2024-05-31 00:00,36,Good,,,1.6,5.6,7.1,,8.0,0.9
71,Fuxing,2024-05-31 00:00,19,Good,,,1.5,8.3,20.1,,0.0,0.7
70,Yonghe,2024-05-31 00:00,58,Moderate,,,3.2,8.8,8.2,,48.0,0.7
69,Zhushan,2024-05-31 00:00,36,Good,,,0.7,4.6,5.2,,6.0,0.7
68,Zhongli,2024-05-31 00:00,47,Good,,,4.7,22.8,13.6,,16.0,1.8
67,Sanchong,2024-05-31 00:00,43,Good,,,30.9,26.6,2.2,,11.0,0.8
66,Dongshan,2024-05-31 00:00,24,Good,,,0.6,2.7,12.2,,6.0,0.3
65,Yilan,2024-05-31 00:00,27,Good,,,0.5,3.0,11.6,,4.0,0.5
64,Yangming,2024-05-31 00:00,25,Good,,,0.6,2.3,34.1,,7.0,0.8
63,Hualien,2024-05-31 00:00,26,Good,,,0.4,2.2,17.2,,4.0,0.4
62,Taitung,2024-05-31 00:00,20,Good,,,1.8,1.8,14.4,,3.0,0.0
61,Hengchun,2024-05-31 00:00,28,Good,,,0.5,0.9,28.4,,3.0,0.6
60,Chaozhou,2024-05-31 00:00,20,Good,,,0.2,2.6,21.3,,3.0,0.6
59,Pingtung,2024-05-31 00:00,22,Good,,,0.5,4.4,22.7,,4.0,0.5
58,Xiaogang,2024-05-31 00:00,26,Good,,,0.8,8.1,20.5,,7.0,8.3
57,Qianzhen,2024-05-31 00:00,17,Good,,,2.1,9.9,20.0,,5.0,0.9
56,Qianjin,2024-05-31 00:00,19,Good,,,0.0,9.7,20.4,,0.0,1.3
54,Zuoying,2024-05-31 00:00,31,Good,,,0.0,9.1,20.8,,12.0,1.9
53,Nanzi,2024-05-31 00:00,25,Good,,,0.7,15.8,14.9,,6.0,1.6
52,Linyuan,2024-05-31 00:00,30,Good,,,0.6,0.7,30.3,,1.0,0.6
51,Daliao,2024-05-31 00:00,25,Good,,,0.2,1.8,26.2,,3.0,0.3
50,Fengshan,2024-05-31 00:00,22,Good,,,0.4,5.9,23.5,,4.0,0.9
49,Renwu,2024-05-31 00:00,26,Good,,,0.7,9.5,20.9,,8.0,1.7
48,Qiaotou,2024-05-31 00:00,19,Good,,,0.1,10.9,17.3,,7.0,0.9
47,Meinong,2024-05-31 00:00,20,Good,,,1.3,2.7,11.8,,8.0,0.7
46,Tainan,2024-05-31 00:00,29,Good,,,0.5,12.0,15.0,,10.0,1.6
45,Annan,2024-05-31 00:00,30,Good,,,1.8,12.8,15.5,,5.0,1.8
44,Shanhua,2024-05-31 00:00,27,Good,,,1.2,2.8,17.4,,11.0,0.2
43,Xinying,2024-05-31 00:00,24,Good,,,0.5,3.5,19.5,,0.0,0.0
42,Chiayi,2024-05-31 00:00,24,Good,,,1.0,6.1,14.6,,4.0,1.5
41,Taixi,2024-05-31 00:00,23,Good,,,1.0,5.9,16.3,,3.0,1.5
40,Puzi,2024-05-31 00:00,21,Good,,,1.4,5.4,18.1,,,1.2
39,Xingang,2024-05-31 00:00,29,Good,,,1.5,3.8,19.9,,6.0,0.4
38,Lunbei,2024-05-31 00:00,31,Good,,,3.6,5.3,14.3,,7.0,1.0
37,Douliu,2024-05-31 00:00,28,Good,,,1.3,3.0,10.9,,7.0,1.0
36,Nantou,2024-05-31 00:00,25,Good,,,0.6,5.7,7.0,,7.0,0.2
35,Erlin,2024-05-31 00:00,51,Moderate,,,0.5,8.6,13.2,,11.0,0.7
34,Xianxi,2024-05-31 00:00,38,Good,,,1.1,3.7,20.0,,4.0,0.6
33,Changhua,2024-05-31 00:00,36,Good,,,1.3,11.1,12.4,,9.0,1.0
32,Xitun,2024-05-31 00:00,35,Good,,,1.4,16.0,5.5,,11.0,1.0
31,Zhongming,2024-05-31 00:00,27,Good,,,1.0,9.3,12.0,,8.0,0.9
30,Dali,2024-05-31 00:00,40,Good,,,0.8,8.2,9.7,,12.0,1.2
29,Shalu,2024-05-31 00:00,35,Good,,,0.0,8.0,22.6,,5.0,0.8
28,Fengyuan,2024-05-31 00:00,27,Good,,,0.8,4.6,21.4,,5.0,0.4
27,Sanyi,2024-05-31 00:00,32,Good,,,0.9,1.5,23.7,,7.0,0.5
26,Miaoli,2024-05-31 00:00,43,Good,,,1.0,6.8,25.8,,17.0,1.4
25,Toufen,2024-05-31 00:00,39,Good,,,1.3,7.2,22.4,,14.0,1.5
24,Hsinchu,2024-05-31 00:00,35,Good,,,0.8,9.6,31.6,,13.0,1.2
23,Zhudong,2024-05-31 00:00,54,Moderate,,,0.8,6.3,8.6,,17.0,0.4
22,Hukou,2024-05-31 00:00,53,Moderate,,,0.8,15.8,13.1,,19.0,0.6
21,Longtan,2024-05-31 00:00,56,Moderate,,,0.8,19.3,7.5,,19.0,1.0
20,Pingzhen,2024-05-31 00:00,40,Good,,,0.4,24.0,13.8,,13.0,0.8
19,Guanyin,2024-05-31 00:00,30,Good,,,0.1,6.9,30.9,,10.0,1.0
18,Dayuan,2024-05-31 00:00,41,Good,,,0.8,13.5,23.2,,19.0,3.0
17,Taoyuan,2024-05-31 00:00,44,Good,,,0.3,8.9,32.5,,13.0,1.3
16,Datong,2024-05-31 00:00,37,Good,,,33.6,20.0,1.8,,12.0,1.2
15,Songshan,2024-05-31 00:00,48,Good,,,13.6,25.7,2.9,,15.0,0.8
14,Guting,2024-05-31 00:00,28,Good,,,1.7,10.4,7.9,,9.0,0.4
13,Wanhua,2024-05-31 00:00,39,Good,,,2.9,14.5,7.6,,10.0,0.4
12,Zhongshan,2024-05-31 00:00,32,Good,,,2.4,16.6,5.3,,9.0,0.6
11,Shilin,2024-05-31 00:00,38,Good,,,1.7,23.0,3.0,,14.0,0.5
10,Tamsui,2024-05-31 00:00,37,Good,,,1.0,9.9,24.0,,12.0,1.3
9,Linkou,2024-05-31 00:00,31,Good,,,0.3,14.6,27.3,,11.0,2.6
8,Cailiao,2024-05-31 00:00,43,Good,,,3.6,26.0,3.4,,15.0,1.0
7,Xinzhuang,2024-05-31 00:00,45,Good,,,0.1,19.4,13.1,,17.0,0.9
6,Banqiao,2024-05-31 00:00,50,Good,,,3.0,30.0,1.7,,13.0,1.0
5,Tucheng,2024-05-31 00:00,58,Moderate,,,2.8,21.7,4.2,,21.0,0.3
4,Xindian,2024-05-31 00:00,36,Good,,,1.2,6.3,10.6,,13.0,0.9
3,Wanli,2024-05-31 00:00,28,Good,,,2.1,6.7,4.5,,6.0,0.0
2,Xizhi,2024-05-31 00:00,42,Good,,,11.3,19.8,0.5,,13.0,1.5
1,Keelung,2024-05-31 00:00,27,Good,,,9.2,16.7,0.4,,8.0,1.0
