siteid,sitename,datacreationdate,aqi,status,no2,pm2.5,o3,co,pm10,no,so2
56,Qianjin,2024-05-30 23:00,23,Good,14.5,1.0,,,,,
54,Zuoying,2024-05-30 23:00,29,Good,11.6,9.0,,,,,
53,Nanzi,2024-05-30 23:00,22,Good,10.8,7.0,,,,,
52,Linyuan,2024-05-30 23:00,30,Good,1.1,3.0,,,,,
51,Daliao,2024-05-30 23:00,25,Good,2.4,2.0,,,,,
50,Fengshan,2024-05-30 23:00,23,Good,5.9,5.0,,,,,
49,Renwu,2024-05-30 23:00,28,Good,4.9,5.0,,,,,
48,Qiaotou,2024-05-30 23:00,21,Good,7.6,3.0,,,,,
47,Meinong,2024-05-30 23:00,23,Good,2.7,3.0,,,,,
46,Tainan,2024-05-30 23:00,27,Good,9.9,7.0,,,,,
45,Annan,2024-05-30 23:00,32,Good,10.2,7.0,,,,,
44,Shanhua,2024-05-30 23:00,24,Good,2.5,6.0,,,,,
43,Xinying,2024-05-30 23:00,25,Good,3.9,0.0,,,,,
42,Chiayi,2024-05-30 23:00,26,Good,5.1,5.0,,,,,
41,Taixi,2024-05-30 23:00,27,Good,5.9,5.0,,,,,
40,Puzi,2024-05-30 23:00,22,Good,8.5,,,,,,
39,Xingang,2024-05-30 23:00,32,Good,3.4,11.0,,,,,
38,Lunbei,2024-05-30 23:00,35,Good,3.7,8.0,,,,,
37,Douliu,2024-05-30 23:00,29,Good,5.7,12.0,,,,,
36,Nantou,2024-05-30 23:00,26,Good,7.7,7.0,,,,,
35,Erlin,2024-05-30 23:00,55,Moderate,5.5,14.0,,,,,
34,Xianxi,2024-05-30 23:00,43,Good,5.4,18.0,,,,,
33,Changhua,2024-05-30 23:00,37,Good,10.2,10.0,,,,,
32,Xitun,2024-05-30 23:00,34,Good,16.5,7.0,,,,,
31,Zhongming,2024-05-30 23:00,28,Good,11.0,5.0,,,,,
30,Dali,2024-05-30 23:00,39,Good,10.0,12.0,,,,,
29,Shalu,2024-05-30 23:00,39,Good,11.7,7.0,,,,,
28,Fengyuan,2024-05-30 23:00,31,Good,4.4,4.0,,,,,
27,Sanyi,2024-05-30 23:00,36,Good,0.4,5.0,,,,,
26,Miaoli,2024-05-30 23:00,41,Good,7.7,16.0,,,,,
25,Toufen,2024-05-30 23:00,39,Good,8.3,14.0,,,,,
24,Hsinchu,2024-05-30 23:00,36,Good,10.3,7.0,,,,,
23,Zhudong,2024-05-30 23:00,54,Moderate,7.2,14.0,,,,,
22,Hukou,2024-05-30 23:00,53,Moderate,9.1,12.0,,,,,
21,Longtan,2024-05-30 23:00,56,Moderate,16.3,19.0,,,,,
20,Pingzhen,2024-05-30 23:00,39,Good,19.2,11.0,,,,,
19,Guanyin,2024-05-30 23:00,31,Good,11.2,12.0,,,,,
18,Dayuan,2024-05-30 23:00,39,Good,18.8,12.0,,,,,
17,Taoyuan,2024-05-30 23:00,44,Good,13.5,15.0,,,,,
16,Datong,2024-05-30 23:00,50,Good,30.6,18.0,,,,,
15,Songshan,2024-05-30 23:00,45,Good,23.6,18.0,,,,,
14,Guting,2024-05-30 23:00,28,Good,11.2,4.0,,,,,
13,Wanhua,2024-05-30 23:00,38,Good,21.5,11.0,,,,,
12,Zhongshan,2024-05-30 23:00,35,Good,21.8,13.0,,,,,
11,Shilin,2024-05-30 23:00,42,Good,25.2,12.0,,,,,
10,Tamsui,2024-05-30 23:00,36,Good,14.3,12.0,,,,,
9,Linkou,2024-05-30 23:00,31,Good,,11.0,,,,,
8,Cailiao,2024-05-30 23:00,38,Good,23.2,9.0,,,,,
7,Xinzhuang,2024-05-30 23:00,42,Good,23.4,17.0,,,,,
6,Banqiao,2024-05-30 23:00,43,Good,26.2,17.0,,,,,
5,Tucheng,2024-05-30 23:00,57,Moderate,24.6,19.0,,,,,
4,Xindian,2024-05-30 23:00,34,Good,8.8,9.0,,,,,
3,Wanli,2024-05-30 23:00,28,Good,7.1,4.0,,,,,
2,Xizhi,2024-05-30 23:00,43,Good,23.3,17.0,,,,,
1,Keelung,2024-05-30 23:00,30,Good,18.3,8.0,,,,,
313,Pingtung（fangshan）,2024-05-30 22:00,30,Good,2.7,0.0,,,,,
312,Taichung（Rilana Elementary）,2024-05-30 22:00,36,Good,12.7,10.0,,,,,
311,New Taipei(Shulin),2024-05-30 22:00,52,Moderate,15.6,19.0,,,,,
204,Pingtung（Liuqiu）,2024-05-30 22:00,27,Good,1.3,5.0,,,,,
203,Tainan（Madou）,2024-05-30 22:00,25,Good,7.5,6.0,,,,,
202,Kaohsiung（Hunei）,2024-05-30 22:00,19,Good,8.8,5.0,,,,,
201,Changhua（Yuanlin）,2024-05-30 22:00,43,Good,12.3,16.0,,,,,
85,Dacheng,2024-05-30 22:00,35,Good,4.7,3.0,,,,,
84,FugueiCape,2024-05-30 22:00,36,Good,1.8,5.0,,,,,
83,Mailiao,2024-05-30 22:00,30,Good,8.9,6.0,,,,,
80,Guanshan,2024-05-30 22:00,20,Good,3.2,3.0,,,,,
78,Magong,2024-05-30 22:00,29,Good,7.8,0.0,,,,,
77,Kinmen,2024-05-30 22:00,76,Moderate,17.1,23.0,,,,,
75,Matsu,2024-05-30 22:00,42,Good,8.7,12.0,,,,,
72,Puli,2024-05-30 22:00,39,Good,8.2,10.0,,,,,
71,Fuxing,2024-05-30 22:00,20,Good,12.1,6.0,,,,,
70,Yonghe,2024-05-30 22:00,42,Good,19.9,13.0,,,,,
69,Zhushan,2024-05-30 22:00,41,Good,6.1,11.0,,,,,
68,Zhongli,2024-05-30 22:00,48,Good,28.1,12.0,,,,,
67,Sanchong,2024-05-30 22:00,54,Moderate,35.8,11.0,,,,,
66,Dongshan,2024-05-30 22:00,31,Good,3.7,7.0,,,,,
65,Yilan,2024-05-30 22:00,34,Good,6.6,4.0,,,,,
64,Yangming,2024-05-30 22:00,24,Good,3.6,7.0,,,,,
63,Hualien,2024-05-30 22:00,29,Good,4.6,10.0,,,,,
62,Taitung,2024-05-30 22:00,24,Good,3.9,1.0,,,,,
61,Hengchun,2024-05-30 22:00,29,Good,1.6,1.0,,,,,
60,Chaozhou,2024-05-30 22:00,24,Good,3.9,2.0,,,,,
59,Pingtung,2024-05-30 22:00,25,Good,7.5,6.0,,,,,
58,Xiaogang,2024-05-30 22:00,25,Good,9.7,9.0,,,,,
57,Qianzhen,2024-05-30 22:00,22,Good,13.3,2.0,,,,,
56,Qianjin,2024-05-30 22:00,21,Good,10.2,3.0,,,,,
54,Zuoying,2024-05-30 22:00,29,Good,13.6,10.0,,,,,
53,Nanzi,2024-05-30 22:00,24,Good,9.7,3.0,,,,,
52,Linyuan,2024-05-30 22:00,31,Good,1.0,3.0,,,,,
51,Daliao,2024-05-30 22:00,26,Good,3.1,2.0,,,,,
50,Fengshan,2024-05-30 22:00,24,Good,6.0,6.0,,,,,
49,Renwu,2024-05-30 22:00,28,Good,3.7,5.0,,,,,
48,Qiaotou,2024-05-30 22:00,22,Good,8.6,4.0,,,,,
47,Meinong,2024-05-30 22:00,26,Good,3.1,4.0,,,,,
46,Tainan,2024-05-30 22:00,28,Good,13.7,8.0,,,,,
45,Annan,2024-05-30 22:00,34,Good,11.6,7.0,,,,,
44,Shanhua,2024-05-30 22:00,25,Good,2.7,9.0,,,,,
43,Xinying,2024-05-30 22:00,26,Good,4.0,2.0,,,,,
42,Chiayi,2024-05-30 22:00,27,Good,4.9,6.0,,,,,
41,Taixi,2024-05-30 22:00,32,Good,5.0,6.0,,,,,
40,Puzi,2024-05-30 22:00,25,Good,6.6,,,,,,
39,Xingang,2024-05-30 22:00,33,Good,3.7,8.0,,,,,
38,Lunbei,2024-05-30 22:00,37,Good,4.0,9.0,,,,,
37,Douliu,2024-05-30 22:00,26,Good,10.3,9.0,,,,,
36,Nantou,2024-05-30 22:00,29,Good,7.2,4.0,,,,,
35,Erlin,2024-05-30 22:00,56,Moderate,5.1,17.0,,,,,
34,Xianxi,2024-05-30 22:00,39,Good,5.4,16.0,,,,,
33,Changhua,2024-05-30 22:00,39,Good,8.6,12.0,,,,,
32,Xitun,2024-05-30 22:00,38,Good,14.9,9.0,,,,,
31,Zhongming,2024-05-30 22:00,30,Good,12.3,8.0,,,,,
30,Dali,2024-05-30 22:00,37,Good,10.9,11.0,,,,,
29,Shalu,2024-05-30 22:00,41,Good,16.7,13.0,,,,,
28,Fengyuan,2024-05-30 22:00,38,Good,6.7,3.0,,,,,
27,Sanyi,2024-05-30 22:00,39,Good,0.4,5.0,,,,,
26,Miaoli,2024-05-30 22:00,41,Good,8.8,10.0,,,,,
25,Toufen,2024-05-30 22:00,39,Good,6.8,13.0,,,,,
24,Hsinchu,2024-05-30 22:00,38,Good,12.3,9.0,,,,,
23,Zhudong,2024-05-30 22:00,55,Moderate,8.2,13.0,,,,,
22,Hukou,2024-05-30 22:00,56,Moderate,6.2,16.0,,,,,
21,Longtan,2024-05-30 22:00,56,Moderate,18.4,16.0,,,,,
20,Pingzhen,2024-05-30 22:00,40,Good,15.0,9.0,,,,,
19,Guanyin,2024-05-30 22:00,32,Good,7.7,11.0,,,,,
18,Dayuan,2024-05-30 22:00,40,Good,18.1,13.0,,,,,
17,Taoyuan,2024-05-30 22:00,44,Good,19.5,17.0,,,,,
16,Datong,2024-05-30 22:00,52,Moderate,33.3,9.0,,,,,
15,Songshan,2024-05-30 22:00,43,Good,26.5,17.0,,,,,
14,Guting,2024-05-30 22:00,31,Good,14.0,9.0,,,,,
13,Wanhua,2024-05-30 22:00,45,Good,27.3,19.0,,,,,
12,Zhongshan,2024-05-30 22:00,47,Good,28.1,11.0,,,,,
11,Shilin,2024-05-30 22:00,38,Good,23.7,11.0,,,,,
10,Tamsui,2024-05-30 22:00,36,Good,16.8,10.0,,,,,
9,Linkou,2024-05-30 22:00,33,Good,15.8,12.0,,,,,
8,Cailiao,2024-05-30 22:00,33,Good,20.0,8.0,,,,,
7,Xinzhuang,2024-05-30 22:00,40,Good,22.8,17.0,,,,,
6,Banqiao,2024-05-30 22:00,43,Good,26.8,12.0,,,,,
5,Tucheng,2024-05-30 22:00,56,Moderate,26.8,18.0,,,,,
4,Xindian,2024-05-30 22:00,33,Good,10.6,13.0,,,,,
3,Wanli,2024-05-30 22:00,29,Good,7.8,4.0,,,,,
2,Xizhi,2024-05-30 22:00,43,Good,26.6,14.0,,,,,
1,Keelung,2024-05-30 22:00,30,Good,18.4,9.0,,,,,
