siteid,sitename,datacreationdate,aqi,status,pm2.5_x,pm2.5_y,no2,o3,co,pm10,no,so2
27,Sanyi,2024-05-30 09:00,36,Good,14.0,14.0,4.6,31.1,0.26,20.0,2.5,1.1
26,Miaoli,2024-05-30 09:00,48,Good,12.0,12.0,8.8,32.7,0.29,23.0,3.4,1.9
25,Toufen,2024-05-30 09:00,54,Moderate,16.0,16.0,16.0,23.0,0.42,40.0,7.9,2.9
24,Hsinchu,2024-05-30 09:00,50,Good,21.0,21.0,23.4,15.3,0.52,36.0,14.0,1.1
23,Zhudong,2024-05-30 09:00,50,Good,15.0,15.0,8.3,14.7,0.33,33.0,5.1,1.7
22,Hukou,2024-05-30 09:00,52,Moderate,18.0,18.0,10.1,30.8,0.33,23.0,3.7,1.9
21,Longtan,2024-05-30 09:00,37,Good,17.0,17.0,15.1,20.5,0.44,31.0,6.8,1.3
20,Pingzhen,2024-05-30 09:00,40,Good,15.0,15.0,24.3,19.9,0.57,25.0,10.6,0.9
19,Guanyin,2024-05-30 09:00,53,Moderate,21.0,21.0,11.6,38.3,0.26,26.0,3.3,2.3
18,Dayuan,2024-05-30 09:00,37,Good,6.0,6.0,22.2,21.4,0.34,24.0,8.6,2.6
17,Taoyuan,2024-05-30 09:00,32,Good,11.0,11.0,18.7,27.5,0.57,21.0,7.5,1.9
16,Datong,2024-05-30 09:00,52,Moderate,13.0,13.0,33.1,7.2,1.26,26.0,33.1,1.6
15,Songshan,2024-05-30 09:00,42,Good,13.0,13.0,25.4,12.1,0.49,29.0,13.0,2.4
14,Guting,2024-05-30 09:00,38,Good,7.0,7.0,23.5,15.8,0.55,14.0,10.7,0.3
13,Wanhua,2024-05-30 09:00,50,Good,12.0,12.0,30.1,12.4,0.76,28.0,11.5,0.6
12,Zhongshan,2024-05-30 09:00,48,Good,6.0,6.0,29.5,12.1,0.74,21.0,15.3,1.3
11,Shilin,2024-05-30 09:00,33,Good,13.0,13.0,18.0,20.9,0.36,19.0,5.7,1.3
10,Tamsui,2024-05-30 09:00,30,Good,9.0,9.0,16.8,24.9,0.32,18.0,5.4,2.3
9,Linkou,2024-05-30 09:00,38,Good,6.0,6.0,23.1,14.3,0.47,13.0,23.4,0.8
8,Cailiao,2024-05-30 09:00,45,Good,11.0,11.0,27.6,18.9,0.78,26.0,8.5,1.3
7,Xinzhuang,2024-05-30 09:00,33,Good,10.0,10.0,20.3,16.9,0.66,21.0,7.5,0.3
6,Banqiao,2024-05-30 09:00,37,Good,5.0,5.0,22.7,11.6,0.81,21.0,11.0,0.6
5,Tucheng,2024-05-30 09:00,43,Good,16.0,16.0,21.0,14.2,0.63,23.0,11.7,0.4
4,Xindian,2024-05-30 09:00,29,Good,11.0,11.0,11.5,23.0,0.4,20.0,5.0,0.8
3,Wanli,2024-05-30 09:00,23,Good,8.0,8.0,4.1,41.7,0.19,45.0,1.1,0.9
2,Xizhi,2024-05-30 09:00,33,Good,7.0,7.0,20.0,21.3,0.35,21.0,6.3,2.2
1,Keelung,2024-05-30 09:00,25,Good,7.0,7.0,15.2,25.3,0.26,26.0,4.1,2.1
313,Pingtung（fangshan）,2024-05-30 08:00,36,Good,1.0,1.0,1.4,37.2,0.12,9.0,0.3,0.0
312,Taichung（Rilana Elementary）,2024-05-30 08:00,36,Good,8.0,8.0,4.7,32.8,0.17,16.0,2.7,0.3
311,New Taipei(Shulin),2024-05-30 08:00,41,Good,19.0,19.0,17.8,5.9,0.52,20.0,15.2,1.2
204,Pingtung（Liuqiu）,2024-05-30 08:00,33,Good,7.0,7.0,1.8,30.9,0.1,11.0,1.6,0.6
203,Tainan（Madou）,2024-05-30 08:00,56,Moderate,16.0,16.0,11.2,14.4,0.4,37.0,5.6,0.0
202,Kaohsiung（Hunei）,2024-05-30 08:00,64,Moderate,31.0,31.0,9.1,13.5,0.36,61.0,4.8,1.9
201,Changhua（Yuanlin）,2024-05-30 08:00,63,Moderate,21.0,21.0,13.9,27.0,0.48,42.0,4.9,2.7
85,Dacheng,2024-05-30 08:00,46,Good,21.0,21.0,11.6,28.0,0.45,47.0,2.9,4.5
84,FugueiCape,2024-05-30 08:00,40,Good,9.0,9.0,1.2,44.2,0.14,48.0,0.3,0.4
83,Mailiao,2024-05-30 08:00,48,Good,15.0,15.0,11.1,27.3,0.58,36.0,3.3,5.1
80,Guanshan,2024-05-30 08:00,21,Good,3.0,3.0,3.4,11.9,0.19,16.0,1.8,0.4
78,Magong,2024-05-30 08:00,44,Good,10.0,10.0,4.9,44.1,0.25,24.0,1.3,1.1
77,Kinmen,2024-05-30 08:00,43,Good,14.0,14.0,7.8,41.7,0.24,28.0,0.7,1.3
75,Matsu,2024-05-30 08:00,44,Good,13.0,13.0,7.7,40.6,0.26,36.0,0.9,1.7
72,Puli,2024-05-30 08:00,27,Good,8.0,8.0,3.2,15.2,0.24,20.0,3.3,1.2
71,Fuxing,2024-05-30 08:00,32,Good,15.0,15.0,18.6,21.1,0.79,26.0,6.0,1.8
70,Yonghe,2024-05-30 08:00,33,Good,9.0,9.0,20.4,12.7,1.4,12.0,21.5,1.5
69,Zhushan,2024-05-30 08:00,71,Moderate,23.0,23.0,8.4,18.2,0.27,44.0,3.4,1.3
68,Zhongli,2024-05-30 08:00,47,Good,14.0,14.0,28.1,6.4,1.04,23.0,26.6,1.4
67,Sanchong,2024-05-30 08:00,52,Moderate,11.0,11.0,33.5,6.4,1.26,23.0,62.4,1.4
66,Dongshan,2024-05-30 08:00,35,Good,15.0,15.0,15.3,12.8,0.82,50.0,12.0,1.4
65,Yilan,2024-05-30 08:00,20,Good,4.0,4.0,3.1,28.7,0.24,12.0,1.3,1.8
64,Yangming,2024-05-30 08:00,31,Good,1.0,1.0,0.9,31.0,0.15,5.0,0.5,0.8
63,Hualien,2024-05-30 08:00,40,Good,17.0,17.0,2.9,13.5,0.27,18.0,1.1,0.4
62,Taitung,2024-05-30 08:00,20,Good,4.0,4.0,2.1,26.0,0.2,18.0,2.2,0.5
61,Hengchun,2024-05-30 08:00,34,Good,3.0,3.0,0.6,36.1,0.13,2.0,0.7,1.1
60,Chaozhou,2024-05-30 08:00,46,Good,14.0,14.0,3.5,18.4,0.22,29.0,1.0,0.9
59,Pingtung,2024-05-30 08:00,41,Good,8.0,8.0,6.6,17.6,0.32,34.0,2.3,0.6
58,Xiaogang,2024-05-30 08:00,46,Good,19.0,19.0,18.9,17.5,0.49,21.0,5.5,1.7
57,Qianzhen,2024-05-30 08:00,34,Good,13.0,13.0,18.8,21.4,0.73,29.0,5.3,3.2
56,Qianjin,2024-05-30 08:00,42,Good,19.0,19.0,14.7,27.6,0.53,35.0,3.6,2.4
54,Zuoying,2024-05-30 08:00,57,Moderate,23.0,23.0,16.2,27.0,0.51,28.0,3.0,2.2
53,Nanzi,2024-05-30 08:00,53,Moderate,14.0,14.0,15.3,15.9,0.45,26.0,6.6,1.2
52,Linyuan,2024-05-30 08:00,34,Good,16.0,16.0,4.6,27.2,0.28,35.0,1.5,1.0
51,Daliao,2024-05-30 08:00,62,Moderate,21.0,21.0,14.6,14.0,0.41,32.0,5.4,12.5
50,Fengshan,2024-05-30 08:00,49,Good,7.0,7.0,8.5,26.2,0.49,24.0,1.5,1.4
49,Renwu,2024-05-30 08:00,54,Moderate,11.0,11.0,11.5,27.1,0.35,20.0,4.1,1.4
48,Qiaotou,2024-05-30 08:00,52,Moderate,8.0,8.0,8.1,16.5,0.32,24.0,3.3,0.6
47,Meinong,2024-05-30 08:00,22,Good,3.0,3.0,3.1,19.3,0.22,32.0,2.3,0.7
46,Tainan,2024-05-30 08:00,74,Moderate,21.0,21.0,11.6,27.1,0.42,36.0,2.9,1.3
45,Annan,2024-05-30 08:00,70,Moderate,19.0,19.0,13.8,24.0,0.51,47.0,5.3,1.2
44,Shanhua,2024-05-30 08:00,60,Moderate,11.0,11.0,4.2,20.8,0.23,29.0,2.4,1.2
43,Xinying,2024-05-30 08:00,61,Moderate,26.0,26.0,10.0,23.9,0.4,62.0,2.7,1.1
42,Chiayi,2024-05-30 08:00,77,Moderate,33.0,33.0,12.8,24.2,0.5,78.0,4.5,2.3
41,Taixi,2024-05-30 08:00,42,Good,13.0,13.0,10.7,28.4,0.48,47.0,3.5,4.1
40,Puzi,2024-05-30 08:00,50,Good,,,10.0,23.2,0.41,53.0,4.2,2.3
39,Xingang,2024-05-30 08:00,71,Moderate,30.0,30.0,10.9,26.2,0.44,60.0,4.8,2.0
38,Lunbei,2024-05-30 08:00,61,Moderate,21.0,21.0,6.1,29.8,0.31,30.0,2.6,1.5
37,Douliu,2024-05-30 08:00,67,Moderate,26.0,26.0,10.1,25.4,0.37,59.0,4.4,2.3
36,Nantou,2024-05-30 08:00,67,Moderate,24.0,24.0,15.1,25.2,0.42,47.0,5.4,1.4
35,Erlin,2024-05-30 08:00,60,Moderate,17.0,17.0,7.3,29.4,0.24,51.0,3.7,0.9
34,Xianxi,2024-05-30 08:00,41,Good,14.0,14.0,6.7,33.7,0.27,33.0,3.2,1.2
33,Changhua,2024-05-30 08:00,44,Good,15.0,15.0,18.4,22.6,0.42,33.0,8.4,1.5
32,Xitun,2024-05-30 08:00,46,Good,12.0,12.0,9.1,29.8,0.3,31.0,2.9,1.2
31,Zhongming,2024-05-30 08:00,49,Good,12.0,12.0,12.5,28.5,0.39,31.0,3.7,1.9
30,Dali,2024-05-30 08:00,63,Moderate,15.0,15.0,12.4,32.8,0.5,32.0,3.2,2.1
29,Shalu,2024-05-30 08:00,45,Good,11.0,11.0,8.6,33.7,0.26,24.0,2.8,0.9
28,Fengyuan,2024-05-30 08:00,61,Moderate,19.0,19.0,10.4,28.2,0.36,31.0,3.5,2.0
27,Sanyi,2024-05-30 08:00,36,Good,11.0,11.0,5.7,21.5,0.27,19.0,3.5,1.0
26,Miaoli,2024-05-30 08:00,49,Good,15.0,15.0,13.3,15.2,0.36,32.0,5.8,1.8
25,Toufen,2024-05-30 08:00,54,Moderate,20.0,20.0,13.0,17.0,0.38,38.0,6.7,2.0
24,Hsinchu,2024-05-30 08:00,47,Good,18.0,18.0,20.4,5.4,0.5,26.0,12.0,1.3
23,Zhudong,2024-05-30 08:00,49,Good,20.0,20.0,12.2,7.5,0.39,30.0,5.3,0.4
22,Hukou,2024-05-30 08:00,52,Moderate,21.0,21.0,19.3,6.3,0.5,32.0,17.4,2.0
21,Longtan,2024-05-30 08:00,33,Good,12.0,12.0,20.3,7.9,0.48,27.0,10.8,1.0
20,Pingzhen,2024-05-30 08:00,40,Good,10.0,10.0,24.8,9.4,0.63,23.0,8.7,0.6
19,Guanyin,2024-05-30 08:00,47,Good,,,16.4,18.7,0.32,31.0,4.9,1.4
18,Dayuan,2024-05-30 08:00,30,Good,7.0,7.0,18.7,19.3,0.34,21.0,5.0,2.1
17,Taoyuan,2024-05-30 08:00,37,Good,10.0,10.0,22.2,15.3,0.56,19.0,6.6,2.3
16,Datong,2024-05-30 08:00,52,Moderate,17.0,17.0,32.0,5.2,1.54,33.0,61.0,1.9
15,Songshan,2024-05-30 08:00,40,Good,12.0,12.0,24.5,11.2,0.39,24.0,11.8,
14,Guting,2024-05-30 08:00,27,Good,6.0,6.0,13.7,19.6,0.36,13.0,3.8,0.0
13,Wanhua,2024-05-30 08:00,42,Good,15.0,15.0,25.2,14.5,0.54,22.0,5.8,0.5
12,Zhongshan,2024-05-30 08:00,38,Good,8.0,8.0,23.5,11.1,0.6,13.0,13.3,1.4
11,Shilin,2024-05-30 08:00,31,Good,11.0,11.0,17.4,16.7,0.35,25.0,3.7,0.9
10,Tamsui,2024-05-30 08:00,30,Good,8.0,8.0,17.0,17.4,0.38,24.0,3.7,1.9
9,Linkou,2024-05-30 08:00,38,Good,4.0,4.0,23.1,12.2,0.43,13.0,23.3,0.7
8,Cailiao,2024-05-30 08:00,38,Good,8.0,8.0,23.7,15.0,0.58,22.0,5.8,1.3
7,Xinzhuang,2024-05-30 08:00,29,Good,13.0,13.0,15.2,14.1,0.46,20.0,4.4,0.2
6,Banqiao,2024-05-30 08:00,25,Good,6.0,6.0,15.9,7.0,0.53,13.0,7.4,0.5
5,Tucheng,2024-05-30 08:00,40,Good,15.0,15.0,21.3,6.6,0.48,23.0,14.9,0.5
4,Xindian,2024-05-30 08:00,28,Good,7.0,7.0,10.6,18.6,0.35,15.0,3.0,0.7
3,Wanli,2024-05-30 08:00,19,Good,2.0,2.0,8.2,22.2,0.27,25.0,5.6,0.6
2,Xizhi,2024-05-30 08:00,32,Good,8.0,8.0,19.3,14.8,0.35,22.0,7.3,1.2
1,Keelung,2024-05-30 08:00,20,Good,11.0,11.0,11.5,25.5,0.29,24.0,4.6,1.2
313,Pingtung（fangshan）,2024-05-30 07:00,36,Good,1.0,1.0,1.3,39.2,0.12,11.0,0.4,0.0
312,Taichung（Rilana Elementary）,2024-05-30 07:00,39,Good,10.0,10.0,11.0,15.9,0.23,22.0,4.6,0.4
311,New Taipei(Shulin),2024-05-30 07:00,37,Good,12.0,12.0,13.2,2.9,0.36,26.0,15.5,0.9
204,Pingtung（Liuqiu）,2024-05-30 07:00,34,Good,6.0,6.0,1.4,33.3,0.09,9.0,1.2,0.6
203,Tainan（Madou）,2024-05-30 07:00,56,Moderate,21.0,21.0,14.0,7.2,0.45,49.0,10.0,0.2
202,Kaohsiung（Hunei）,2024-05-30 07:00,59,Moderate,23.0,23.0,7.0,11.6,0.28,33.0,2.4,0.3
201,Changhua（Yuanlin）,2024-05-30 07:00,64,Moderate,22.0,22.0,16.8,12.3,0.43,47.0,4.3,3.8
85,Dacheng,2024-05-30 07:00,40,Good,16.0,16.0,10.5,23.3,0.27,43.0,1.7,1.9
84,FugueiCape,2024-05-30 07:00,41,Good,9.0,9.0,2.5,26.1,0.15,54.0,0.6,0.6
83,Mailiao,2024-05-30 07:00,46,Good,13.0,13.0,8.3,19.8,0.41,36.0,1.9,2.2
80,Guanshan,2024-05-30 07:00,22,Good,4.0,4.0,4.7,8.3,0.21,24.0,1.1,0.4
78,Magong,2024-05-30 07:00,44,Good,6.0,6.0,2.1,45.1,0.16,23.0,0.9,1.0
77,Kinmen,2024-05-30 07:00,43,Good,13.0,13.0,7.2,40.0,0.21,21.0,0.4,1.4
75,Matsu,2024-05-30 07:00,45,Good,9.0,9.0,6.9,39.1,0.3,33.0,0.8,2.1
72,Puli,2024-05-30 07:00,28,Good,9.0,9.0,3.4,11.0,0.23,23.0,2.4,1.3
71,Fuxing,2024-05-30 07:00,32,Good,11.0,11.0,15.2,17.7,0.72,19.0,4.6,1.1
70,Yonghe,2024-05-30 07:00,27,Good,11.0,11.0,16.2,12.3,0.78,14.0,12.9,1.4
69,Zhushan,2024-05-30 07:00,72,Moderate,25.0,25.0,10.6,12.7,0.33,53.0,2.2,1.5
68,Zhongli,2024-05-30 07:00,43,Good,15.0,15.0,26.2,3.8,1.1,21.0,33.8,1.1
67,Sanchong,2024-05-30 07:00,51,Moderate,9.0,9.0,31.3,7.7,0.75,28.0,39.3,1.3
66,Dongshan,2024-05-30 07:00,34,Good,8.0,8.0,7.0,11.8,0.26,28.0,4.6,0.4
65,Yilan,2024-05-30 07:00,22,Good,5.0,5.0,3.6,15.2,0.22,15.0,1.1,2.2
64,Yangming,2024-05-30 07:00,31,Good,0.0,0.0,0.9,28.9,0.15,5.0,0.6,0.7
63,Hualien,2024-05-30 07:00,36,Good,12.0,12.0,2.1,15.6,0.21,19.0,0.6,0.2
62,Taitung,2024-05-30 07:00,21,Good,6.0,6.0,3.8,16.9,0.2,20.0,1.5,0.4
61,Hengchun,2024-05-30 07:00,35,Good,3.0,3.0,0.7,35.5,0.14,2.0,0.7,1.1
60,Chaozhou,2024-05-30 07:00,48,Good,13.0,13.0,4.1,15.3,0.25,32.0,0.6,1.0
59,Pingtung,2024-05-30 07:00,45,Good,13.0,13.0,6.7,14.2,0.26,28.0,1.6,0.6
58,Xiaogang,2024-05-30 07:00,45,Good,18.0,18.0,15.8,17.2,0.38,27.0,2.9,2.7
57,Qianzhen,2024-05-30 07:00,33,Good,13.0,13.0,15.3,18.8,0.55,30.0,5.3,2.5
56,Qianjin,2024-05-30 07:00,39,Good,18.0,18.0,14.1,15.0,0.45,30.0,3.0,1.5
54,Zuoying,2024-05-30 07:00,56,Moderate,24.0,24.0,17.5,16.8,0.6,42.0,2.2,1.2
53,Nanzi,2024-05-30 07:00,55,Moderate,13.0,13.0,12.3,13.6,0.31,27.0,2.8,0.3
52,Linyuan,2024-05-30 07:00,37,Good,11.0,11.0,3.6,25.0,0.26,32.0,1.0,0.4
51,Daliao,2024-05-30 07:00,62,Moderate,23.0,23.0,14.1,10.5,0.37,28.0,3.1,5.4
50,Fengshan,2024-05-30 07:00,54,Moderate,18.0,18.0,11.5,17.0,0.5,28.0,1.9,1.2
49,Renwu,2024-05-30 07:00,56,Moderate,20.0,20.0,13.6,19.9,0.38,24.0,2.4,1.0
48,Qiaotou,2024-05-30 07:00,55,Moderate,11.0,11.0,7.6,13.8,0.24,25.0,1.4,0.2
47,Meinong,2024-05-30 07:00,19,Good,2.0,2.0,3.0,14.1,0.19,23.0,1.7,0.5
46,Tainan,2024-05-30 07:00,71,Moderate,33.0,33.0,10.0,24.8,0.31,48.0,1.6,1.2
45,Annan,2024-05-30 07:00,70,Moderate,28.0,28.0,13.3,19.1,0.36,55.0,4.0,1.0
44,Shanhua,2024-05-30 07:00,63,Moderate,25.0,25.0,6.6,18.5,0.27,46.0,2.0,1.3
43,Xinying,2024-05-30 07:00,57,Moderate,22.0,22.0,9.5,16.0,0.39,67.0,1.9,1.0
42,Chiayi,2024-05-30 07:00,73,Moderate,28.0,28.0,9.6,17.8,0.45,72.0,2.2,1.9
41,Taixi,2024-05-30 07:00,41,Good,11.0,11.0,8.7,18.7,0.36,40.0,2.0,1.9
40,Puzi,2024-05-30 07:00,49,Good,,,9.1,12.5,0.38,57.0,3.6,1.6
39,Xingang,2024-05-30 07:00,67,Moderate,26.0,26.0,11.8,14.8,0.45,54.0,4.3,2.2
38,Lunbei,2024-05-30 07:00,62,Moderate,17.0,17.0,8.8,17.4,0.32,45.0,2.3,1.1
37,Douliu,2024-05-30 07:00,65,Moderate,17.0,17.0,11.5,12.8,0.36,55.0,3.7,1.9
36,Nantou,2024-05-30 07:00,64,Moderate,22.0,22.0,17.4,8.6,0.45,48.0,6.5,1.4
35,Erlin,2024-05-30 07:00,61,Moderate,21.0,21.0,7.4,21.1,0.31,55.0,2.9,1.0
34,Xianxi,2024-05-30 07:00,42,Good,10.0,10.0,9.6,21.9,0.28,36.0,2.7,2.2
33,Changhua,2024-05-30 07:00,43,Good,17.0,17.0,17.5,14.7,0.36,39.0,5.2,1.2
32,Xitun,2024-05-30 07:00,48,Good,10.0,10.0,12.8,19.5,0.3,29.0,3.0,1.1
31,Zhongming,2024-05-30 07:00,51,Moderate,16.0,16.0,12.4,20.1,0.32,35.0,2.3,1.7
30,Dali,2024-05-30 07:00,65,Moderate,18.0,18.0,18.7,12.5,0.48,40.0,5.9,2.2
29,Shalu,2024-05-30 07:00,47,Good,13.0,13.0,16.8,16.7,0.31,31.0,4.1,1.1
28,Fengyuan,2024-05-30 07:00,61,Moderate,16.0,16.0,12.1,13.7,0.38,41.0,3.5,1.7
27,Sanyi,2024-05-30 07:00,37,Good,11.0,11.0,7.2,6.8,0.29,10.0,4.8,1.0
26,Miaoli,2024-05-30 07:00,49,Good,16.0,16.0,14.0,8.5,0.35,32.0,3.7,1.2
25,Toufen,2024-05-30 07:00,52,Moderate,17.0,17.0,12.8,5.6,0.35,34.0,4.4,1.7
24,Hsinchu,2024-05-30 07:00,42,Good,13.0,13.0,18.4,5.5,0.38,29.0,3.8,1.2
23,Zhudong,2024-05-30 07:00,46,Good,17.0,17.0,11.6,2.2,0.3,25.0,5.5,0.2
22,Hukou,2024-05-30 07:00,52,Moderate,13.0,13.0,19.4,1.9,0.38,28.0,15.2,1.0
21,Longtan,2024-05-30 07:00,32,Good,13.0,13.0,19.8,3.6,0.41,24.0,6.1,1.0
20,Pingzhen,2024-05-30 07:00,35,Good,11.0,,,,,,,
19,Guanyin,2024-05-30 07:00,46,Good,,,,,,,,
18,Dayuan,2024-05-30 07:00,31,Good,11.0,,,,,,,
17,Taoyuan,2024-05-30 07:00,33,Good,11.0,,,,,,,
16,Datong,2024-05-30 07:00,42,Good,15.0,,,,,,,
15,Songshan,2024-05-30 07:00,41,Good,9.0,,,,,,,
14,Guting,2024-05-30 07:00,29,Good,9.0,,,,,,,
13,Wanhua,2024-05-30 07:00,34,Good,10.0,,,,,,,
12,Zhongshan,2024-05-30 07:00,33,Good,6.0,,,,,,,
11,Shilin,2024-05-30 07:00,30,Good,12.0,,,,,,,
10,Tamsui,2024-05-30 07:00,31,Good,10.0,,,,,,,
9,Linkou,2024-05-30 07:00,31,Good,4.0,,,,,,,
8,Cailiao,2024-05-30 07:00,30,Good,8.0,,,,,,,
7,Xinzhuang,2024-05-30 07:00,27,Good,9.0,,,,,,,
6,Banqiao,2024-05-30 07:00,25,Good,6.0,,,,,,,
5,Tucheng,2024-05-30 07:00,38,Good,11.0,,,,,,,
4,Xindian,2024-05-30 07:00,30,Good,9.0,,,,,,,
3,Wanli,2024-05-30 07:00,23,Good,1.0,,,,,,,
2,Xizhi,2024-05-30 07:00,35,Good,11.0,,,,,,,
1,Keelung,2024-05-30 07:00,25,Good,6.0,,,,,,,
313,Pingtung（fangshan）,2024-05-30 18:00,33,Good,,0.0,1.7,36.0,0.09,14.0,0.1,0.0
312,Taichung（Rilana Elementary）,2024-05-30 18:00,50,Good,,10.0,5.3,43.4,0.1,32.0,0.3,0.6
311,New Taipei(Shulin),2024-05-30 18:00,49,Good,,19.0,24.7,16.8,0.41,23.0,1.5,5.9
204,Pingtung（Liuqiu）,2024-05-30 18:00,27,Good,,7.0,1.7,30.2,0.1,10.0,1.2,0.7
203,Tainan（Madou）,2024-05-30 18:00,32,Good,,8.0,7.1,32.4,0.19,22.0,1.9,0.0
202,Kaohsiung（Hunei）,2024-05-30 18:00,26,Good,,6.0,7.6,24.2,0.26,16.0,2.9,1.2
201,Changhua（Yuanlin）,2024-05-30 18:00,52,Moderate,,10.0,10.7,25.8,0.39,22.0,5.8,1.8
85,Dacheng,2024-05-30 18:00,64,Moderate,,4.0,3.8,43.0,0.09,18.0,0.5,1.0
84,FugueiCape,2024-05-30 18:00,44,Good,,12.0,2.9,42.9,0.14,39.0,0.2,0.2
83,Mailiao,2024-05-30 18:00,49,Good,,8.0,3.7,28.5,0.15,11.0,1.1,1.2
80,Guanshan,2024-05-30 18:00,30,Good,,5.0,2.7,,0.15,4.0,0.4,0.4
78,Magong,2024-05-30 18:00,42,Good,,8.0,4.9,31.6,0.23,7.0,1.9,1.1
77,Kinmen,2024-05-30 18:00,72,Moderate,,29.0,13.8,46.7,0.35,37.0,0.5,1.7
75,Matsu,2024-05-30 18:00,47,Good,,12.0,1.8,50.5,0.18,24.0,0.5,0.9
72,Puli,2024-05-30 18:00,50,Good,,16.0,4.9,38.6,0.25,20.0,1.5,1.0
71,Fuxing,2024-05-30 18:00,23,Good,,3.0,13.7,22.1,0.33,15.0,3.1,1.8
70,Yonghe,2024-05-30 18:00,43,Good,,10.0,26.1,18.8,0.89,11.0,7.4,0.7
69,Zhushan,2024-05-30 18:00,53,Moderate,,8.0,5.5,31.8,0.16,10.0,0.8,1.2
68,Zhongli,2024-05-30 18:00,55,Moderate,,11.0,36.5,12.8,1.14,27.0,27.7,1.7
67,Sanchong,2024-05-30 18:00,56,Moderate,,12.0,38.5,11.6,1.21,22.0,50.4,0.8
66,Dongshan,2024-05-30 18:00,39,Good,,7.0,8.1,35.0,0.26,23.0,2.3,0.5
65,Yilan,2024-05-30 18:00,44,Good,,6.0,3.4,41.2,0.23,22.0,0.5,0.9
64,Yangming,2024-05-30 18:00,29,Good,,6.0,1.3,30.2,0.15,10.0,0.7,0.9
63,Hualien,2024-05-30 18:00,33,Good,,11.0,6.0,27.6,0.27,42.0,1.2,0.6
62,Taitung,2024-05-30 18:00,31,Good,,0.0,6.4,25.3,0.34,7.0,2.9,0.2
61,Hengchun,2024-05-30 18:00,31,Good,,3.0,1.2,34.7,0.1,20.0,0.7,0.6
60,Chaozhou,2024-05-30 18:00,29,Good,,4.0,2.3,30.2,0.09,12.0,0.2,0.9
59,Pingtung,2024-05-30 18:00,28,Good,,3.0,6.4,27.0,0.25,17.0,1.1,0.6
58,Xiaogang,2024-05-30 18:00,31,Good,,7.0,10.8,24.1,0.44,19.0,2.2,5.4
57,Qianzhen,2024-05-30 18:00,27,Good,,2.0,16.8,20.2,0.51,21.0,6.5,1.6
56,Qianjin,2024-05-30 18:00,23,Good,,1.0,8.7,25.1,0.13,17.0,1.2,1.6
54,Zuoying,2024-05-30 18:00,32,Good,,7.0,10.1,25.6,0.23,14.0,1.4,1.5
53,Nanzi,2024-05-30 18:00,24,Good,,7.0,11.3,26.4,0.24,22.0,1.4,0.5
52,Linyuan,2024-05-30 18:00,31,Good,,3.0,0.7,34.1,0.11,20.0,0.9,0.8
51,Daliao,2024-05-30 18:00,27,Good,,5.0,3.9,29.0,0.12,17.0,0.9,0.3
50,Fengshan,2024-05-30 18:00,26,Good,,7.0,9.8,25.5,0.43,25.0,1.7,1.6
49,Renwu,2024-05-30 18:00,29,Good,,4.0,6.5,30.7,0.24,11.0,1.2,0.0
48,Qiaotou,2024-05-30 18:00,26,Good,,4.0,9.8,24.2,0.35,14.0,1.0,1.5
47,Meinong,2024-05-30 18:00,33,Good,,2.0,2.1,33.0,0.11,15.0,1.2,0.7
46,Tainan,2024-05-30 18:00,36,Good,,13.0,9.2,31.6,0.28,21.0,1.1,1.5
45,Annan,2024-05-30 18:00,37,Good,,13.0,12.7,29.3,0.29,26.0,3.3,0.8
44,Shanhua,2024-05-30 18:00,35,Good,,7.0,3.8,33.4,0.11,18.0,1.3,0.8
43,Xinying,2024-05-30 18:00,42,Good,,5.0,6.5,38.7,0.25,17.0,0.9,0.3
42,Chiayi,2024-05-30 18:00,45,Good,,4.0,4.4,36.6,0.18,15.0,1.2,1.4
41,Taixi,2024-05-30 18:00,50,Good,,3.0,1.9,31.5,0.11,17.0,1.3,1.4
40,Puzi,2024-05-30 18:00,37,Good,,,7.3,31.4,0.24,17.0,3.1,1.1
39,Xingang,2024-05-30 18:00,45,Good,,8.0,4.4,38.5,0.14,14.0,1.9,0.8
38,Lunbei,2024-05-30 18:00,43,Good,,5.0,4.3,32.6,0.16,9.0,1.6,1.1
37,Douliu,2024-05-30 18:00,46,Good,,4.0,4.2,30.7,0.21,10.0,1.8,1.6
36,Nantou,2024-05-30 18:00,50,Good,,6.0,6.0,27.3,0.18,14.0,1.6,0.5
35,Erlin,2024-05-30 18:00,61,Moderate,,11.0,3.5,43.7,0.14,17.0,1.8,0.9
34,Xianxi,2024-05-30 18:00,54,Moderate,,7.0,5.6,43.7,0.18,20.0,1.6,1.3
33,Changhua,2024-05-30 18:00,77,Moderate,,10.0,7.9,42.5,0.21,30.0,1.8,0.5
32,Xitun,2024-05-30 18:00,71,Moderate,,8.0,5.8,42.9,0.18,28.0,0.9,1.2
31,Zhongming,2024-05-30 18:00,43,Good,,8.0,9.7,35.8,0.28,23.0,1.3,1.3
30,Dali,2024-05-30 18:00,71,Moderate,,16.0,11.6,35.2,0.35,21.0,1.1,1.8
29,Shalu,2024-05-30 18:00,67,Moderate,,10.0,8.8,44.3,0.27,34.0,0.5,1.5
28,Fengyuan,2024-05-30 18:00,80,Moderate,,9.0,9.0,43.4,0.27,24.0,2.5,0.9
27,Sanyi,2024-05-30 18:00,58,Moderate,,19.0,4.0,46.7,0.25,36.0,1.3,1.4
